system:index,Code Departamento,Code Provincia,Date (YMD),Departamento,Provincia,codeRio,distanciaRio,elevacion_m,estacion,fecha0,fechas,hayRioCercano,idx,lat,lon,pendiente_grados,precipitation_sum,runoff_sum,temperature_2m,tipoDeSuelo,total_evaporation_sum,volumetric_soil_water_layer_1,.geo
1790,06371,6,15/3/1994,General San Martin,Buenos Aires,36837-7237,8.51,8,verano,1994-03-14,"[1994-03-14, 1994-03-15, 1994-03-16, 1994-03-17, 1994-03-18, 1994-03-19, 1994-03-20]",true,1790,-34.56734338,-58.58431125,17.23,"[11, 6.1, 1.9, 3, 29.2, 1.7, 3.2]",1.7979741096496582E-4,297.8463605244954,Miscelaneas,-0.0016775093972682953,0.2823861440022786,"{""type"":""Point"",""coordinates"":[-58.58431125,-34.56734338]}"
1791,06260,6,1/1/2013,Esteban Echeverria,Buenos Aires,33486-6512,6.94,23,verano,2012-12-31,"[2012-12-31, 2013-01-01, 2013-01-02, 2013-01-03, 2013-01-04, 2013-01-05, 2013-01-06]",true,1791,-34.88497914,-58.47780994,1.46,"[6.3, 0, 0, 0, 9.2, 0.5, 0]",1.3013184070587158E-4,299.3764241536458,Miscelaneas,-0.004212250933051109,0.3445142110188802,"{""type"":""Point"",""coordinates"":[-58.47780994,-34.884979140000006]}"
1792,14084,14,6/5/2011,Pte Roque Saenz Pena,Cordoba,32598-6391,38.93,182,otoño,2011-05-02,"[2011-05-02, 2011-05-03, 2011-05-04, 2011-05-05, 2011-05-06, 2011-05-07, 2011-05-08]",false,1792,-33.90469055,-63.83804658,2.23,"[0, 0, 0, 0, 0, 0, 0]",2.8312206268310547E-7,282.74854850769043,Alfisoles,-0.0012770630419254303,0.3166879018147786,"{""type"":""Point"",""coordinates"":[-63.83804657999999,-33.90469055]}"
1793,14084,14,28/5/1990,Pte Roque Saenz Pena,Cordoba,32598-6391,38.93,182,otoño,1990-05-28,"[1990-05-28, 1990-05-29, 1990-05-30, 1990-05-31, 1990-06-01, 1990-06-02, 1990-06-03]",false,1793,-33.90469055,-63.83804658,2.23,"[0.1, 4.5, 40.4, 4, 0, 0, 0]",4.380941390991211E-6,280.2233359018962,Alfisoles,-9.291647002100945E-4,0.2779045104980469,"{""type"":""Point"",""coordinates"":[-63.83804657999999,-33.90469055]}"
1794,82042,82,2/1/2001,General Lopez,Santa Fe,6725-2212,8.61,121,verano,2001-01-01,"[2001-01-01, 2001-01-02, 2001-01-03, 2001-01-04, 2001-01-05, 2001-01-06, 2001-01-07]",true,1794,-34.17471073,-62.05032677,3.84,"[0, 0, 0.3, 0, 0, 20.4, 23.1]",1.537799835205078E-4,299.5768222808838,Molisoles,-0.006111811846494675,0.2019805908203125,"{""type"":""Point"",""coordinates"":[-62.05032677,-34.17471073]}"
1795,82042,82,14/2/2000,General Lopez,Santa Fe,6725-2212,8.61,121,verano,2000-02-14,"[2000-02-14, 2000-02-15, 2000-02-16, 2000-02-17, 2000-02-18, 2000-02-19, 2000-02-20]",true,1795,-34.17471073,-62.05032677,3.84,"[0, 0, 0, 0, 0, 15.8, 7.9]",2.409517765045166E-5,292.1979338328044,Molisoles,-0.00457429513335228,0.31483205159505206,"{""type"":""Point"",""coordinates"":[-62.05032677,-34.17471073]}"
1796,82042,82,25/12/1994,General Lopez,Santa Fe,6725-2212,8.61,121,primavera,1994-12-19,"[1994-12-19, 1994-12-20, 1994-12-21, 1994-12-22, 1994-12-23, 1994-12-24, 1994-12-25]",true,1796,-34.17471073,-62.05032677,3.84,"[4.4, 0, 0.5, 0.8, 0, 0.1, 0]",1.112818717956543E-4,294.3745854695638,Molisoles,-0.0034073786810040474,0.32193565368652344,"{""type"":""Point"",""coordinates"":[-62.05032677,-34.17471073]}"
1797,82042,82,24/6/2004,General Lopez,Santa Fe,6725-2212,8.61,121,invierno,2004-06-21,"[2004-06-21, 2004-06-22, 2004-06-23, 2004-06-24, 2004-06-25, 2004-06-26, 2004-06-27]",true,1797,-34.17471073,-62.05032677,3.84,"[0, 0, 0, 0, 0.2, 0, 0]",1.2159347534179688E-5,285.01928583780926,Molisoles,-0.0013986937701702118,0.3299490610758464,"{""type"":""Point"",""coordinates"":[-62.05032677,-34.17471073]}"
1798,82042,82,9/3/1999,General Lopez,Santa Fe,6725-2212,8.61,121,verano,1999-03-08,"[1999-03-08, 1999-03-09, 1999-03-10, 1999-03-11, 1999-03-12, 1999-03-13, 1999-03-14]",true,1798,-34.17471073,-62.05032677,3.84,"[5.3, 0, 0, 0, 0, 0.4, 2.5]",8.800625801086426E-5,291.5950075785319,Molisoles,-0.0023567723110318184,0.38497670491536456,"{""type"":""Point"",""coordinates"":[-62.05032677,-34.17471073]}"
1799,82042,82,21/11/2011,General Lopez,Santa Fe,6725-2212,8.61,121,primavera,2011-11-21,"[2011-11-21, 2011-11-22, 2011-11-23, 2011-11-24, 2011-11-25, 2011-11-26, 2011-11-27]",true,1799,-34.17471073,-62.05032677,3.84,"[0, 0, 0, 0, 0.5, 0, 1.3]",3.069639205932617E-6,294.9966557820638,Molisoles,-0.004686812870204449,0.28544044494628906,"{""type"":""Point"",""coordinates"":[-62.05032677,-34.17471073]}"
1800,14084,14,14/1/2001,Pte Roque Saenz Pena,Cordoba,32598-6391,38.93,182,verano,2001-01-08,"[2001-01-08, 2001-01-09, 2001-01-10, 2001-01-11, 2001-01-12, 2001-01-13, 2001-01-14]",false,1800,-33.90469055,-63.83804658,2.23,"[16.1, 6.3, 1.1, 0, 0, 0, 0]",5.706846714019775E-4,295.6740353902181,Alfisoles,-0.0033231694251298904,0.3632984161376953,"{""type"":""Point"",""coordinates"":[-63.83804657999999,-33.90469055]}"
1801,14084,14,14/9/2003,Pte Roque Saenz Pena,Cordoba,32598-6391,38.93,182,invierno,2003-09-08,"[2003-09-08, 2003-09-09, 2003-09-10, 2003-09-11, 2003-09-12, 2003-09-13, 2003-09-14]",false,1801,-33.90469055,-63.83804658,2.23,"[0, 0, 0, 0, 0, 0, 0]",3.7103891372680664E-5,284.9932511647542,Alfisoles,-0.001520991325378418,0.16751480102539062,"{""type"":""Point"",""coordinates"":[-63.83804657999999,-33.90469055]}"
1802,14084,14,24/5/2011,Pte Roque Saenz Pena,Cordoba,32598-6391,38.93,182,otoño,2011-05-23,"[2011-05-23, 2011-05-24, 2011-05-25, 2011-05-26, 2011-05-27, 2011-05-28, 2011-05-29]",false,1802,-33.90469055,-63.83804658,2.23,"[0, 21.6, 0, 0, 0, 0, 0]",2.086162567138672E-7,284.5625940958659,Alfisoles,-7.618647068738937E-4,0.23276583353678384,"{""type"":""Point"",""coordinates"":[-63.83804657999999,-33.90469055]}"
1803,14084,14,10/6/2008,Pte Roque Saenz Pena,Cordoba,32598-6391,38.93,182,otoño,2008-06-09,"[2008-06-09, 2008-06-10, 2008-06-11, 2008-06-12, 2008-06-13, 2008-06-14, 2008-06-15]",false,1803,-33.90469055,-63.83804658,2.23,"[0.3, 0, 0, 0, 0, 0, 0]",1.8358230590820312E-5,282.35944175720215,Alfisoles,-0.0013442793861031532,0.33239301045735675,"{""type"":""Point"",""coordinates"":[-63.83804657999999,-33.90469055]}"
1804,14084,14,10/6/1993,Pte Roque Saenz Pena,Cordoba,32598-6391,38.93,182,otoño,1993-06-07,"[1993-06-07, 1993-06-08, 1993-06-09, 1993-06-10, 1993-06-11, 1993-06-12, 1993-06-13]",false,1804,-33.90469055,-63.83804658,2.23,"[1, 0.4, 0, 0.2, 0, 0, 0]",7.46995210647583E-5,286.3148873647054,Alfisoles,-6.309384480118752E-4,0.3449961344401042,"{""type"":""Point"",""coordinates"":[-63.83804657999999,-33.90469055]}"
1805,14035,14,11/10/1997,General Roca,Cordoba,33055-6609,27.74,129,primavera,1997-10-06,"[1997-10-06, 1997-10-07, 1997-10-08, 1997-10-09, 1997-10-10, 1997-10-11, 1997-10-12]",false,1805,-34.8188719,-63.3857113,5.63,"[0, 0.2, 1.7, 0, 1.3, 4.9, 37.4]",3.2782554626464844E-7,286.77157402038574,Alfisoles,-0.003755982033908367,0.34423192342122394,"{""type"":""Point"",""coordinates"":[-63.3857113,-34.81887189999999]}"
1806,06392,6,2/1/1993,General Villegas,Buenos Aires,33055-6609,38.59,123,verano,1992-12-28,"[1992-12-28, 1992-12-29, 1992-12-30, 1992-12-31, 1993-01-01, 1993-01-02, 1993-01-03]",false,1806,-34.8579191,-63.1611931,3.58,"[20.6, 0, 1.2, 3.5, 0, 0, 0.1]",0.002703443169593811,297.01343790690106,Molisoles,-0.0034148190170526505,0.3603375752766927,"{""type"":""Point"",""coordinates"":[-63.1611931,-34.8579191]}"
1807,06392,6,28/10/1998,General Villegas,Buenos Aires,33055-6609,38.59,123,primavera,1998-10-26,"[1998-10-26, 1998-10-27, 1998-10-28, 1998-10-29, 1998-10-30, 1998-10-31, 1998-11-01]",false,1807,-34.8579191,-63.1611931,3.58,"[0, 0, 0, 0, 0, 0.2, 8]",3.948807716369629E-6,292.8261426289876,Molisoles,-0.0045268237590789795,0.2855173746744792,"{""type"":""Point"",""coordinates"":[-63.1611931,-34.8579191]}"
1808,06392,6,28/12/2010,General Villegas,Buenos Aires,33055-6609,38.59,123,verano,2010-12-27,"[2010-12-27, 2010-12-28, 2010-12-29, 2010-12-30, 2010-12-31, 2011-01-01, 2011-01-02]",false,1808,-34.8579191,-63.1611931,3.58,"[0, 0.2, 0, 0.2, 0, 0, 0]",1.6391277313232422E-7,303.6783447265625,Molisoles,-0.0021650707349181175,0.17078018188476562,"{""type"":""Point"",""coordinates"":[-63.1611931,-34.8579191]}"
1809,06392,6,25/10/2010,General Villegas,Buenos Aires,33055-6609,38.59,123,primavera,2010-10-25,"[2010-10-25, 2010-10-26, 2010-10-27, 2010-10-28, 2010-10-29, 2010-10-30, 2010-10-31]",false,1809,-34.8579191,-63.1611931,3.58,"[0, 0, 3.2, 0, 16.1, 0, 0]",2.2351741790771484E-7,290.3697757720947,Molisoles,-0.003146279603242874,0.23752212524414062,"{""type"":""Point"",""coordinates"":[-63.1611931,-34.8579191]}"
1810,06392,6,5/11/2013,General Villegas,Buenos Aires,33055-6609,38.59,123,primavera,2013-11-04,"[2013-11-04, 2013-11-05, 2013-11-06, 2013-11-07, 2013-11-08, 2013-11-09, 2013-11-10]",false,1810,-34.8579191,-63.1611931,3.58,"[0, 0, 0, 2.9, 0.5, 39.2, 12.3]",1.1920928955078125E-7,294.6715958913167,Molisoles,-0.004771254025399685,0.2828235626220703,"{""type"":""Point"",""coordinates"":[-63.1611931,-34.8579191]}"
1811,02008,2,1/3/2009,Comuna 8,Capital Federal,36837-7237,7.49,21,verano,2009-02-23,"[2009-02-23, 2009-02-24, 2009-02-25, 2009-02-26, 2009-02-27, 2009-02-28, 2009-03-01]",true,1811,-34.67499358,-58.47616299,1.13,"[0, 0, 0, 0, 0, 0, 0.2]",2.9385089874267578E-5,292.3610731760661,Miscelaneas,-0.004859539680182934,0.470852533976237,"{""type"":""Point"",""coordinates"":[-58.47616299,-34.67499358]}"
1812,02004,2,7/10/2007,Comuna 4,Capital Federal,8891-2706,2.09,10,primavera,2007-10-01,"[2007-10-01, 2007-10-02, 2007-10-03, 2007-10-04, 2007-10-05, 2007-10-06, 2007-10-07]",true,1812,-34.64641355,-58.38427103,1.46,"[21.2, 10.1, 0.2, 0.9, 13.4, 0.8, 0]",5.184710025787354E-4,292.0797697703044,Miscelaneas,-0.0027652326971292496,0.3087609608968099,"{""type"":""Point"",""coordinates"":[-58.384271029999994,-34.64641355]}"
1813,02012,2,13/12/2015,Comuna 12,Capital Federal,54-54,3.13,20,primavera,2015-12-07,"[2015-12-07, 2015-12-08, 2015-12-09, 2015-12-10, 2015-12-11, 2015-12-12, 2015-12-13]",true,1813,-34.56062514,-58.47494475,0.93,"[0, 0, 0, 0, 0, 0.4, 1.4]",1.392364501953125E-4,292.3500754038493,Miscelaneas,-0.004741501063108444,0.2584482828776042,"{""type"":""Point"",""coordinates"":[-58.474944750000006,-34.560625140000006]}"
1814,02006,2,23/4/2005,Comuna 6,Capital Federal,85-85,5.9,32,otoño,2005-04-18,"[2005-04-18, 2005-04-19, 2005-04-20, 2005-04-21, 2005-04-22, 2005-04-23, 2005-04-24]",true,1814,-34.6168255,-58.44360311,5.01,"[0, 0, 0, 0, 0, 0, 8.3]",2.566725015640259E-4,292.3557192484538,Miscelaneas,-0.0021679382771253586,0.3898232777913411,"{""type"":""Point"",""coordinates"":[-58.44360310999999,-34.6168255]}"
1815,02005,2,26/8/2013,Comuna 5,Capital Federal,85-85,3.75,37,invierno,2013-08-26,"[2013-08-26, 2013-08-27, 2013-08-28, 2013-08-29, 2013-08-30, 2013-08-31, 2013-09-01]",true,1815,-34.60922769,-58.42174523,2.44,"[0, 0, 0, 0, 0, 0, 0]",2.0262598991394043E-4,278.9301408131917,Miscelaneas,-0.0013812864199280739,0.19365755716959634,"{""type"":""Point"",""coordinates"":[-58.42174523,-34.609227690000004]}"
1816,02002,2,8/5/2002,Comuna 2,Capital Federal,85-85,1.52,30,otoño,2002-05-06,"[2002-05-06, 2002-05-07, 2002-05-08, 2002-05-09, 2002-05-10, 2002-05-11, 2002-05-12]",true,1816,-34.58587601,-58.39499618,1.85,"[0, 0, 0, 0, 0, 0, 14.7]",0.0021109282970428467,287.86828231811523,Miscelaneas,-0.0012505538761615753,0.31168683369954425,"{""type"":""Point"",""coordinates"":[-58.39499618,-34.58587601000001]}"
1817,06882,6,26/2/2010,Zarate,Buenos Aires,3320-1714,3.88,28,verano,2010-02-22,"[2010-02-22, 2010-02-23, 2010-02-24, 2010-02-25, 2010-02-26, 2010-02-27, 2010-02-28]",true,1817,-33.9804188,-59.2846864,2.42,"[1.9, 0.1, 0, 0, 0, 0.2, 0]",3.077089786529541E-5,296.75648307800293,Rio,-0.0023778825998306274,0.5552387237548828,"{""type"":""Point"",""coordinates"":[-59.2846864,-33.9804188]}"
1818,06847,6,3/3/2005,Tres Lomas,Buenos Aires,34120-6732,102.12,118,verano,2005-02-28,"[2005-02-28, 2005-03-01, 2005-03-02, 2005-03-03, 2005-03-04, 2005-03-05, 2005-03-06]",false,1818,-36.499723,-62.6930571,0.93,"[3.9, 0, 0.2, 0, 0.1, 0.5, 18.2]",3.2067298889160156E-5,291.54170926411945,Molisoles,-0.00468800775706768,0.1880207061767578,"{""type"":""Point"",""coordinates"":[-62.69305709999999,-36.499723]}"
1819,06714,6,4/10/2007,Salto,Buenos Aires,31982-6397,17.53,69,primavera,2007-10-01,"[2007-10-01, 2007-10-02, 2007-10-03, 2007-10-04, 2007-10-05, 2007-10-06, 2007-10-07]",false,1819,-34.1554316,-60.4724629,0,"[39, 4.6, 0, 0, 2, 0, 0]",0.0026162564754486084,294.4502124786377,Molisoles,-0.0020552650094032288,0.417690912882487,"{""type"":""Point"",""coordinates"":[-60.472462900000004,-34.1554316]}"
1820,06665,6,18/3/1991,Ramallo,Buenos Aires,3325-1719,9.81,37,verano,1991-03-18,"[1991-03-18, 1991-03-19, 1991-03-20, 1991-03-21, 1991-03-22, 1991-03-23, 1991-03-24]",true,1820,-33.6241496,-60.0461017,3.82,"[0, 0, 0, 0, 0, 0, 20.1]",3.477931022644043E-5,295.2612997690837,Rio,-0.0032372204586863518,0.39014244079589844,"{""type"":""Point"",""coordinates"":[-60.04610170000001,-33.6241496]}"
1821,06658,6,13/1/2010,Quilmes,Buenos Aires,35407-6950,4.25,3,verano,2010-01-11,"[2010-01-11, 2010-01-12, 2010-01-13, 2010-01-14, 2010-01-15, 2010-01-16, 2010-01-17]",true,1821,-34.70037841,-58.27664278,2.17,"[0, 24.1, 0, 0, 0, 0, 0]",,,Miscelaneas,,,"{""type"":""Point"",""coordinates"":[-58.276642779999996,-34.70037841]}"
1822,06560,6,12/6/1993,Moreno,Buenos Aires,42-42,17.53,33,otoño,1993-06-07,"[1993-06-07, 1993-06-08, 1993-06-09, 1993-06-10, 1993-06-11, 1993-06-12, 1993-06-13]",false,1822,-34.55865957,-58.81630109,4.33,"[25.4, 3.3, 0, 0.4, 0, 0, 21.1]",0.006110861897468567,288.21226692199707,Complejo indiferenci,-4.2972806841135025E-4,0.4709765116373698,"{""type"":""Point"",""coordinates"":[-58.81630109,-34.55865957]}"
1823,06441,6,9/10/1990,La Plata,Buenos Aires,3314-1708,23.31,26,primavera,1990-10-08,"[1990-10-08, 1990-10-09, 1990-10-10, 1990-10-11, 1990-10-12, 1990-10-13, 1990-10-14]",false,1823,-35.03880607,-58.05930616,0.93,"[0, 0, 0, 8, 0, 0, 0]",8.210539817810059E-6,288.8503061930339,Complejo indiferenci,-0.0038990406319499016,0.4772440592447917,"{""type"":""Point"",""coordinates"":[-58.05930616,-35.03880607000001]}"
1824,06274,6,9/3/1995,Florencio Varela,Buenos Aires,7058-2230,1.42,23,verano,1995-03-06,"[1995-03-06, 1995-03-07, 1995-03-08, 1995-03-09, 1995-03-10, 1995-03-11, 1995-03-12]",true,1824,-34.8275807,-58.222912,0,"[1, 27.1, 3.4, 0, 0, 0, 0]",5.556643009185791E-5,293.26817512512207,Complejo indiferenci,-0.001887408085167408,0.31015650431315106,"{""type"":""Point"",""coordinates"":[-58.22291200000001,-34.8275807]}"
1825,06245,6,15/6/1992,Ensenada,Buenos Aires,3314-1708,6.45,8,otoño,1992-06-15,"[1992-06-15, 1992-06-16, 1992-06-17, 1992-06-18, 1992-06-19, 1992-06-20, 1992-06-21]",true,1825,-34.87584856,-57.9336299,5.71,"[33.2, 0, 1.1, 3, 8, 8.2, 5.5]",0.005528375506401062,289.3404738108317,Miscelaneas,-4.659155383706093E-4,0.4866873423258464,"{""type"":""Point"",""coordinates"":[-57.9336299,-34.875848559999994]}"
1826,02010,2,13/5/1998,Comuna 10,Capital Federal,36837-7237,4.71,24,otoño,1998-05-11,"[1998-05-11, 1998-05-12, 1998-05-13, 1998-05-14, 1998-05-15, 1998-05-16, 1998-05-17]",true,1826,-34.62768629,-58.48358728,1.46,"[18.4, 0.1, 0, 0, 0.1, 0, 0]",0.0026160776615142822,292.25097211201984,Miscelaneas,-6.178133189678192E-4,0.4165528615315755,"{""type"":""Point"",""coordinates"":[-58.48358728,-34.62768628999999]}"
1827,02012,2,13/7/2001,Comuna 12,Capital Federal,54-54,3.13,20,invierno,2001-07-09,"[2001-07-09, 2001-07-10, 2001-07-11, 2001-07-12, 2001-07-13, 2001-07-14, 2001-07-15]",true,1827,-34.56062514,-58.47494475,0.93,"[0.1, 1.9, 0, 0, 0, 0, 0]",4.0328502655029297E-4,289.7280337015788,Miscelaneas,-7.833018898963928E-4,0.3682638804117839,"{""type"":""Point"",""coordinates"":[-58.474944750000006,-34.560625140000006]}"
1828,02007,2,13/6/2005,Comuna 7,Capital Federal,36837-7237,7.04,22,otoño,2005-06-13,"[2005-06-13, 2005-06-14, 2005-06-15, 2005-06-16, 2005-06-17, 2005-06-18, 2005-06-19]",true,1828,-34.63680708,-58.45826985,2.25,"[5, 0, 8.9, 0, 0.7, 0, 0]",5.435645580291748E-4,283.6330858866374,Miscelaneas,-0.0017145629972219467,0.4300352732340495,"{""type"":""Point"",""coordinates"":[-58.45826984999999,-34.63680708]}"
1829,02012,2,21/6/2006,Comuna 12,Capital Federal,54-54,3.13,20,otoño,2006-06-19,"[2006-06-19, 2006-06-20, 2006-06-21, 2006-06-22, 2006-06-23, 2006-06-24, 2006-06-25]",true,1829,-34.56062514,-58.47494475,0.93,"[6.6, 0, 0.2, 0, 0, 23.3, 10.1]",2.2043287754058838E-4,289.35781796773273,Miscelaneas,-5.262531340122223E-4,0.3856201171875,"{""type"":""Point"",""coordinates"":[-58.474944750000006,-34.560625140000006]}"
1830,02015,2,6/2/1997,Comuna 15,Capital Federal,36837-7237,2.81,29,verano,1997-02-03,"[1997-02-03, 1997-02-04, 1997-02-05, 1997-02-06, 1997-02-07, 1997-02-08, 1997-02-09]",true,1830,-34.59294425,-58.48867142,4.63,"[0, 17.3, 0, 0, 0, 7.5, 4.4]",2.5513768196105957E-4,295.4299036661784,Miscelaneas,-0.003508215770125389,0.22597503662109375,"{""type"":""Point"",""coordinates"":[-58.48867142,-34.59294425]}"
1831,02006,2,11/11/2015,Comuna 6,Capital Federal,85-85,5.9,32,primavera,2015-11-09,"[2015-11-09, 2015-11-10, 2015-11-11, 2015-11-12, 2015-11-13, 2015-11-14, 2015-11-15]",true,1831,-34.6168255,-58.44360311,5.01,"[0, 2.4, 0, 41.7, 3.9, 0, 0]",1.3490021228790283E-4,295.6269334157308,Miscelaneas,-0.00119764544069767,0.13321495056152344,"{""type"":""Point"",""coordinates"":[-58.44360310999999,-34.6168255]}"
1832,02004,2,10/6/2000,Comuna 4,Capital Federal,8891-2706,2.09,10,otoño,2000-06-05,"[2000-06-05, 2000-06-06, 2000-06-07, 2000-06-08, 2000-06-09, 2000-06-10, 2000-06-11]",true,1832,-34.64641355,-58.38427103,1.46,"[3.2, 0, 0, 0, 0, 10.3, 0]",0.0015901625156402588,290.30543009440106,Miscelaneas,-5.109915509819984E-4,0.3980598449707031,"{""type"":""Point"",""coordinates"":[-58.384271029999994,-34.64641355]}"
1833,02014,2,17/11/2014,Comuna 14,Capital Federal,85-85,2.68,24,primavera,2014-11-17,"[2014-11-17, 2014-11-18, 2014-11-19, 2014-11-20, 2014-11-21, 2014-11-22, 2014-11-23]",true,1833,-34.57389998,-58.42243645,5.28,"[0, 0, 7.2, 0, 3.8, 0.4, 0]",8.669793605804443E-4,295.19054857889813,Miscelaneas,-0.004474864341318607,0.18831253051757812,"{""type"":""Point"",""coordinates"":[-58.42243645,-34.57389997999999]}"
1834,02004,2,14/12/1999,Comuna 4,Capital Federal,8891-2706,2.09,10,primavera,1999-12-13,"[1999-12-13, 1999-12-14, 1999-12-15, 1999-12-16, 1999-12-17, 1999-12-18, 1999-12-19]",true,1834,-34.64641355,-58.38427103,1.46,"[20.3, 0.1, 0, 0, 0, 2.1, 0]",5.833953619003296E-4,293.88232294718426,Miscelaneas,-0.0029506422579288483,0.3557898203531901,"{""type"":""Point"",""coordinates"":[-58.384271029999994,-34.64641355]}"
1835,02001,2,15/7/2013,Comuna 1,Capital Federal,8891-2706,1.05,28,invierno,2013-07-15,"[2013-07-15, 2013-07-16, 2013-07-17, 2013-07-18, 2013-07-19, 2013-07-20, 2013-07-21]",true,1835,-34.62504786,-58.38438723,3.7,"[0, 0, 0, 1.3, 0, 0, 0.5]",1.9749999046325684E-4,281.7624289194743,Miscelaneas,-0.0018068775534629822,0.41653696695963544,"{""type"":""Point"",""coordinates"":[-58.38438723000001,-34.62504786000001]}"
1836,50063,50,9/11/2010,Lujan de Cuyo,Mendoza,6840-2183,38.57,951,primavera,2010-11-08,"[2010-11-08, 2010-11-09, 2010-11-10, 2010-11-11, 2010-11-12, 2010-11-13, 2010-11-14]",false,1836,-33.32638993,-68.92342084,1.45,"[6.4, 0, 0, 0, 0, 0, 0]",2.92360782623291E-5,281.0210730234782,Roca,-0.001750349998474121,0.10002199808756511,"{""type"":""Point"",""coordinates"":[-68.92342084,-33.32638993]}"
1837,02011,2,17/5/2000,Comuna 11,Capital Federal,36837-7237,3.14,29,otoño,2000-05-15,"[2000-05-15, 2000-05-16, 2000-05-17, 2000-05-18, 2000-05-19, 2000-05-20, 2000-05-21]",true,1837,-34.6042463,-58.49067643,2.78,"[33.7, 49.3, 4.6, 0.6, 1.1, 0, 0]",0.0041772425174713135,288.5696900685628,Miscelaneas,-0.0014237845316529274,0.4439512888590495,"{""type"":""Point"",""coordinates"":[-58.49067643,-34.60424629999999]}"
1838,02007,2,9/1/1993,Comuna 7,Capital Federal,36837-7237,7.04,22,verano,1993-01-04,"[1993-01-04, 1993-01-05, 1993-01-06, 1993-01-07, 1993-01-08, 1993-01-09, 1993-01-10]",true,1838,-34.63680708,-58.45826985,2.25,"[0, 0.4, 1.5, 22.4, 5.4, 0, 0]",4.1269510984420776E-4,297.76343536376953,Miscelaneas,-0.004131976515054703,0.2141882578531901,"{""type"":""Point"",""coordinates"":[-58.45826984999999,-34.63680708]}"
1839,02013,2,19/1/1995,Comuna 13,Capital Federal,54-54,3.99,10,verano,1995-01-16,"[1995-01-16, 1995-01-17, 1995-01-18, 1995-01-19, 1995-01-20, 1995-01-21, 1995-01-22]",true,1839,-34.55488152,-58.4502891,3.85,"[4.5, 0, 0, 0, 0, 0, 0]",4.016607999801636E-4,296.4998861948649,Miscelaneas,-0.0026902146637439728,0.16898600260416666,"{""type"":""Point"",""coordinates"":[-58.4502891,-34.55488152]}"
1840,02004,2,3/6/1995,Comuna 4,Capital Federal,8891-2706,2.09,10,otoño,1995-05-29,"[1995-05-29, 1995-05-30, 1995-05-31, 1995-06-01, 1995-06-02, 1995-06-03, 1995-06-04]",true,1840,-34.64641355,-58.38427103,1.46,"[0, 0, 1.2, 2.1, 0, 0, 0]",1.8121302127838135E-4,285.45725440979004,Miscelaneas,-9.368276223540306E-4,0.34178415934244794,"{""type"":""Point"",""coordinates"":[-58.384271029999994,-34.64641355]}"
1841,02014,2,19/3/2007,Comuna 14,Capital Federal,85-85,2.68,24,verano,2007-03-19,"[2007-03-19, 2007-03-20, 2007-03-21, 2007-03-22, 2007-03-23, 2007-03-24, 2007-03-25]",true,1841,-34.57389998,-58.42243645,5.28,"[0, 0, 0, 0.1, 0.2, 0.4, 0.8]",8.547008037567139E-4,294.1402123769124,Miscelaneas,-0.0033896900713443756,0.40413856506347656,"{""type"":""Point"",""coordinates"":[-58.42243645,-34.57389997999999]}"
1842,02004,2,2/6/2003,Comuna 4,Capital Federal,8891-2706,2.09,10,otoño,2003-06-02,"[2003-06-02, 2003-06-03, 2003-06-04, 2003-06-05, 2003-06-06, 2003-06-07, 2003-06-08]",true,1842,-34.64641355,-58.38427103,1.46,"[1.2, 0, 0, 0, 0, 0, 0]",5.149096250534058E-4,287.53831672668457,Miscelaneas,-0.0025563696399331093,0.4143746693929036,"{""type"":""Point"",""coordinates"":[-58.384271029999994,-34.64641355]}"
1843,02002,2,27/10/2014,Comuna 2,Capital Federal,85-85,1.52,30,primavera,2014-10-27,"[2014-10-27, 2014-10-28, 2014-10-29, 2014-10-30, 2014-10-31, 2014-11-01, 2014-11-02]",true,1843,-34.58587601,-58.39499618,1.85,"[3, 10.3, 47.3, 0, 0, 0.9, 22.2]",8.933991193771362E-4,299.04966926574707,Miscelaneas,-0.0037195105105638504,0.18436622619628906,"{""type"":""Point"",""coordinates"":[-58.39499618,-34.58587601000001]}"
1844,02011,2,17/5/2014,Comuna 11,Capital Federal,36837-7237,3.14,29,otoño,2014-05-12,"[2014-05-12, 2014-05-13, 2014-05-14, 2014-05-15, 2014-05-16, 2014-05-17, 2014-05-18]",true,1844,-34.6042463,-58.49067643,2.78,"[1.8, 0, 2.1, 10.6, 3, 0.1, 0]",5.032867193222046E-4,289.4271043141683,Miscelaneas,-5.929684266448021E-4,0.3391539255777995,"{""type"":""Point"",""coordinates"":[-58.49067643,-34.60424629999999]}"
