system:index,Code Departamento,Code Provincia,Date (YMD),Departamento,Provincia,codeRio,distanciaRio,estacion,fecha0,fechas,hayRioCercano,idx,lat,lon,runoff_sum,temperature_2m,tipoDeSuelo,total_evaporation_sum,volumetric_soil_water_layer_1,.geo
290,06791,hay que cambiarlo,2/4/2013,hay que cambiarlo,hay que cambiarlo,32742-6427,53.39,otoño,2013-04-01,"[2013-04-01, 2013-04-02, 2013-04-03, 2013-04-04, 2013-04-05, 2013-04-06, 2013-04-07]",false,290,-37.3502704,-59.07873297,9.530782699584961E-5,288.51241938273114,Molisoles,-0.0012577781453728676,0.3876819610595703,"{""type"":""Point"",""coordinates"":[-59.07873297,-37.3502704]}"
291,14154,hay que cambiarlo,15/2/2013,hay que cambiarlo,hay que cambiarlo,33116-6456,62.97,verano,2013-02-11,"[2013-02-11, 2013-02-12, 2013-02-13, 2013-02-14, 2013-02-15, 2013-02-16, 2013-02-17]",false,291,-29.61635494,-64.06243638,1.6644597053527832E-5,299.13718032836914,Aridisoles,-0.0022940924391150475,0.15029780069986978,"{""type"":""Point"",""coordinates"":[-64.06243638,-29.616354940000004]}"
292,06630,hay que cambiarlo,21/4/2013,hay que cambiarlo,hay que cambiarlo,6766-2227,28.56,otoño,2013-04-15,"[2013-04-15, 2013-04-16, 2013-04-17, 2013-04-18, 2013-04-19, 2013-04-20, 2013-04-21]",false,292,-36.09760675,-58.09855871,3.3676624298095703E-6,289.17180188496906,Molisoles,-0.0022041648626327515,0.34404246012369794,"{""type"":""Point"",""coordinates"":[-58.09855871,-36.09760674999999]}"
293,06623,hay que cambiarlo,8/4/2013,hay que cambiarlo,hay que cambiarlo,140-140,25.11,otoño,2013-04-08,"[2013-04-08, 2013-04-09, 2013-04-10, 2013-04-11, 2013-04-12, 2013-04-13, 2013-04-14]",false,293,-33.5893048,-60.7727646,6.407499313354492E-6,289.11972490946454,Alfisoles,-0.0017550308257341385,0.31876500447591144,"{""type"":""Point"",""coordinates"":[-60.7727646,-33.5893048]}"
294,90028,hay que cambiarlo,8/4/2013,hay que cambiarlo,hay que cambiarlo,6759-2167,12.15,otoño,2013-04-08,"[2013-04-08, 2013-04-09, 2013-04-10, 2013-04-11, 2013-04-12, 2013-04-13, 2013-04-14]",true,294,-27.11478,-65.42955,4.120469093322754E-4,292.39584795633954,Inceptisoles,-0.0023458972573280334,0.3480040232340495,"{""type"":""Point"",""coordinates"":[-65.42955,-27.114780000000003]}"
295,26042,hay que cambiarlo,8/4/2013,hay que cambiarlo,hay que cambiarlo,6479-2024,3.44,otoño,2013-04-08,"[2013-04-08, 2013-04-09, 2013-04-10, 2013-04-11, 2013-04-12, 2013-04-13, 2013-04-14]",true,295,-43.33395568,-65.47259113,0.0,287.93214352925617,Aridisoles,-3.9141904562711716E-4,0.2596136728922526,"{""type"":""Point"",""coordinates"":[-65.47259113,-43.33395568]}"
296,10056,hay que cambiarlo,11/4/2013,hay que cambiarlo,hay que cambiarlo,34147-6631,17.54,otoño,2013-04-08,"[2013-04-08, 2013-04-09, 2013-04-10, 2013-04-11, 2013-04-12, 2013-04-13, 2013-04-14]",false,296,-28.37478,-65.15865,1.4901161193847656E-7,293.00506019592285,Roca,-0.0020581986755132675,0.18976910909016928,"{""type"":""Point"",""coordinates"":[-65.15865,-28.37478000000001]}"
297,06441,hay que cambiarlo,8/4/2013,hay que cambiarlo,hay que cambiarlo,3314-1708,23.31,otoño,2013-04-08,"[2013-04-08, 2013-04-09, 2013-04-10, 2013-04-11, 2013-04-12, 2013-04-13, 2013-04-14]",false,297,-35.03880607,-58.05930616,2.1725893020629883E-5,288.24024899800617,Complejo indiferenci,-0.002300206571817398,0.3614419301350911,"{""type"":""Point"",""coordinates"":[-58.05930616,-35.03880607000001]}"
298,06672,hay que cambiarlo,8/4/2013,hay que cambiarlo,hay que cambiarlo,9552-2855,64.46,otoño,2013-04-08,"[2013-04-08, 2013-04-09, 2013-04-10, 2013-04-11, 2013-04-12, 2013-04-13, 2013-04-14]",false,298,-36.3845307,-59.0051146,4.76837158203125E-7,287.81593259175617,Molisoles,-0.00241722259670496,0.4372730255126953,"{""type"":""Point"",""coordinates"":[-59.0051146,-36.3845307]}"
299,46077,hay que cambiarlo,8/4/2013,hay que cambiarlo,hay que cambiarlo,34088-6657,9.61,otoño,2013-04-08,"[2013-04-08, 2013-04-09, 2013-04-10, 2013-04-11, 2013-04-12, 2013-04-13, 2013-04-14]",true,299,-28.9762001,-68.21488953,0.0,287.30771319071454,Roca,-4.137195646762848E-4,0.061382293701171875,"{""type"":""Point"",""coordinates"":[-68.21488953,-28.976200099999996]}"
300,90112,hay que cambiarlo,9/11/2012,hay que cambiarlo,hay que cambiarlo,32028-6469,6.72,primavera,2012-11-05,"[2012-11-05, 2012-11-06, 2012-11-07, 2012-11-08, 2012-11-09, 2012-11-10, 2012-11-11]",true,300,-26.38549995,-65.36309815,0.003140494227409363,292.9801419576009,Molisoles,-0.003008590079843998,0.48081207275390625,"{""type"":""Point"",""coordinates"":[-65.36309815,-26.38549995]}"
301,90049,hay que cambiarlo,9/11/2012,hay que cambiarlo,hay que cambiarlo,33832-6763,27.69,primavera,2012-11-05,"[2012-11-05, 2012-11-06, 2012-11-07, 2012-11-08, 2012-11-09, 2012-11-10, 2012-11-11]",false,301,-27.75605583,-65.59912109,4.7500431537628174E-4,293.88305536905926,Roca,-0.0035274792462587357,0.3992729187011719,"{""type"":""Point"",""coordinates"":[-65.59912109000001,-27.75605583]}"
302,06412,hay que cambiarlo,9/11/2012,hay que cambiarlo,hay que cambiarlo,42-42,13.05,primavera,2012-11-05,"[2012-11-05, 2012-11-06, 2012-11-07, 2012-11-08, 2012-11-09, 2012-11-10, 2012-11-11]",true,302,-34.4804958,-58.8042589,1.3455748558044434E-5,296.3870429992676,Miscelaneas,-0.005381251685321331,0.36346181233723956,"{""type"":""Point"",""coordinates"":[-58.80425890000001,-34.4804958]}"
303,86112,hay que cambiarlo,9/11/2012,hay que cambiarlo,hay que cambiarlo,37593-7391,10.57,primavera,2012-11-05,"[2012-11-05, 2012-11-06, 2012-11-07, 2012-11-08, 2012-11-09, 2012-11-10, 2012-11-11]",true,303,-29.29157166,-63.03450311,5.811452865600586E-6,299.44433466593426,Alfisoles,-0.004067562520503998,0.2191473642985026,"{""type"":""Point"",""coordinates"":[-63.03450311000001,-29.29157166]}"
304,22126,hay que cambiarlo,9/11/2012,hay que cambiarlo,hay que cambiarlo,32633-6454,13.09,primavera,2012-11-05,"[2012-11-05, 2012-11-06, 2012-11-07, 2012-11-08, 2012-11-09, 2012-11-10, 2012-11-11]",true,304,-27.22855035,-58.90405078,2.980232238769531E-7,298.9034818013509,Molisoles,-0.005200039595365524,0.3136558532714844,"{""type"":""Point"",""coordinates"":[-58.904050780000006,-27.22855035]}"
305,06175,hay que cambiarlo,2/4/2013,hay que cambiarlo,hay que cambiarlo,6852-2211,35.94,otoño,2013-04-01,"[2013-04-01, 2013-04-02, 2013-04-03, 2013-04-04, 2013-04-05, 2013-04-06, 2013-04-07]",false,305,-33.97042426,-61.07620535,1.2530386447906494E-4,293.40540440877277,Molisoles,-0.0015323599800467491,0.4464193979899089,"{""type"":""Point"",""coordinates"":[-61.07620535,-33.97042426000001]}"
306,26021,hay que cambiarlo,29/10/2012,hay que cambiarlo,hay que cambiarlo,6927-2157,90.29,primavera,2012-10-29,"[2012-10-29, 2012-10-30, 2012-10-31, 2012-11-01, 2012-11-02, 2012-11-03, 2012-11-04]",false,306,-45.89050293,-68.06896973,2.9802322387695312E-8,283.73992347717285,Aridisoles,-4.904773086309433E-4,0.07829920450846355,"{""type"":""Point"",""coordinates"":[-68.06896973,-45.89050293]}"
307,78042,hay que cambiarlo,2/4/2013,hay que cambiarlo,hay que cambiarlo,6151-1890,45.52,otoño,2013-04-01,"[2013-04-01, 2013-04-02, 2013-04-03, 2013-04-04, 2013-04-05, 2013-04-06, 2013-04-07]",false,307,-49.06422424,-68.32466888,2.9802322387695312E-8,291.12903722127277,Molisoles,-2.161143347620964E-4,0.059295654296875,"{""type"":""Point"",""coordinates"":[-68.32466888,-49.06422424000001]}"
308,54112,hay que cambiarlo,31/10/2012,hay que cambiarlo,hay que cambiarlo,33720-6520,20.3,primavera,2012-10-29,"[2012-10-29, 2012-10-30, 2012-10-31, 2012-11-01, 2012-11-02, 2012-11-03, 2012-11-04]",false,308,-26.50855467,-53.92302828,1.3393163681030273E-4,298.75229326883954,Entisoles,-0.006125136278569698,0.44315846761067706,"{""type"":""Point"",""coordinates"":[-53.92302828,-26.50855467]}"
309,38049,hay que cambiarlo,31/10/2012,hay que cambiarlo,hay que cambiarlo,6324-1963,20.61,primavera,2012-10-29,"[2012-10-29, 2012-10-30, 2012-10-31, 2012-11-01, 2012-11-02, 2012-11-03, 2012-11-04]",false,309,-22.53894,-65.96138,1.3652443885803223E-4,285.84701983133954,Entisoles,-7.16743990778923E-4,0.0526587168375651,"{""type"":""Point"",""coordinates"":[-65.96138,-22.53894]}"
310,70077,hay que cambiarlo,31/10/2012,hay que cambiarlo,hay que cambiarlo,32300-6465,16.77,primavera,2012-10-29,"[2012-10-29, 2012-10-30, 2012-10-31, 2012-11-01, 2012-11-02, 2012-11-03, 2012-11-04]",false,310,-31.6492,-68.5015,7.748603820800781E-7,293.46054522196454,Entisoles,-3.5644881427288055E-4,0.033855438232421875,"{""type"":""Point"",""coordinates"":[-68.5015,-31.649200000000008]}"
311,06805,hay que cambiarlo,31/10/2012,hay que cambiarlo,hay que cambiarlo,34847-6831,1.44,primavera,2012-10-29,"[2012-10-29, 2012-10-30, 2012-10-31, 2012-11-01, 2012-11-02, 2012-11-03, 2012-11-04]",true,311,-34.3277116,-58.608687,0.006689161062240601,294.33424313863117,Rio,-0.0018732305616140366,0.47165171305338544,"{""type"":""Point"",""coordinates"":[-58.608687,-34.3277116]}"
312,06308,hay que cambiarlo,29/10/2012,hay que cambiarlo,hay que cambiarlo,36871-7252,47.06,primavera,2012-10-29,"[2012-10-29, 2012-10-30, 2012-10-31, 2012-11-01, 2012-11-02, 2012-11-03, 2012-11-04]",false,312,-36.6656205,-58.0745242,2.945363521575928E-4,290.03728675842285,Lagunas,-0.0014111846685409546,0.4580148061116536,"{""type"":""Point"",""coordinates"":[-58.0745242,-36.665620499999996]}"
313,18161,hay que cambiarlo,29/10/2012,hay que cambiarlo,hay que cambiarlo,6577-2072,8.48,primavera,2012-10-29,"[2012-10-29, 2012-10-30, 2012-10-31, 2012-11-01, 2012-11-02, 2012-11-03, 2012-11-04]",true,313,-28.88393134,-58.78485627,0.0029065608978271484,299.42245928446454,Molisoles,-0.005052004940807819,0.4162139892578125,"{""type"":""Point"",""coordinates"":[-58.78485626999999,-28.883931339999997]}"
314,50126,hay que cambiarlo,29/10/2012,hay que cambiarlo,hay que cambiarlo,6840-2183,16.87,primavera,2012-10-29,"[2012-10-29, 2012-10-30, 2012-10-31, 2012-11-01, 2012-11-02, 2012-11-03, 2012-11-04]",false,314,-33.30008474,-69.17169565,0.0028869956731796265,285.81723467508954,Roca,-0.00416713859885931,0.22836748758951822,"{""type"":""Point"",""coordinates"":[-69.17169565,-33.30008474]}"
315,34042,hay que cambiarlo,29/10/2012,hay que cambiarlo,hay que cambiarlo,6515-2042,82.49,primavera,2012-10-29,"[2012-10-29, 2012-10-30, 2012-10-31, 2012-11-01, 2012-11-02, 2012-11-03, 2012-11-04]",false,315,-24.9895438,-58.6912886,2.682209014892578E-7,304.24798011779785,Rio,-0.004599449224770069,0.3031317392985026,"{""type"":""Point"",""coordinates"":[-58.69128860000001,-24.989543799999996]}"
316,50105,hay que cambiarlo,29/10/2012,hay que cambiarlo,hay que cambiarlo,36905-7260,15.55,primavera,2012-10-29,"[2012-10-29, 2012-10-30, 2012-10-31, 2012-11-01, 2012-11-02, 2012-11-03, 2012-11-04]",false,316,-34.22018814,-67.91163635,5.175173282623291E-5,293.31593259175617,Entisoles,-0.004108636640012264,0.14724349975585938,"{""type"":""Point"",""coordinates"":[-67.91163635,-34.220188140000005]}"
317,18154,hay que cambiarlo,29/10/2012,hay que cambiarlo,hay que cambiarlo,16-16,21.64,primavera,2012-10-29,"[2012-10-29, 2012-10-30, 2012-10-31, 2012-11-01, 2012-11-02, 2012-11-03, 2012-11-04]",false,317,-27.78172854,-57.31162693,7.56978988647461E-5,300.33481280008954,Esteros,-0.005526285618543625,0.3961607615152995,"{""type"":""Point"",""coordinates"":[-57.31162693,-27.781728540000003]}"
318,14035,hay que cambiarlo,29/10/2012,hay que cambiarlo,hay que cambiarlo,33055-6609,27.74,primavera,2012-10-29,"[2012-10-29, 2012-10-30, 2012-10-31, 2012-11-01, 2012-11-02, 2012-11-03, 2012-11-04]",false,318,-34.8188719,-63.3857113,0.007574781775474548,292.59929847717285,Alfisoles,-0.0019286824390292168,0.41576385498046875,"{""type"":""Point"",""coordinates"":[-63.3857113,-34.81887189999999]}"
319,02010,hay que cambiarlo,29/10/2012,hay que cambiarlo,hay que cambiarlo,36837-7237,4.71,primavera,2012-10-29,"[2012-10-29, 2012-10-30, 2012-10-31, 2012-11-01, 2012-11-02, 2012-11-03, 2012-11-04]",true,319,-34.62768629,-58.48358728,0.009550079703330994,293.45818519592285,Miscelaneas,-0.0017073377966880798,0.41152509053548175,"{""type"":""Point"",""coordinates"":[-58.48358728,-34.62768628999999]}"
320,66070,hay que cambiarlo,29/10/2012,hay que cambiarlo,hay que cambiarlo,32945-6436,9.1,primavera,2012-10-29,"[2012-10-29, 2012-10-30, 2012-10-31, 2012-11-01, 2012-11-02, 2012-11-03, 2012-11-04]",true,320,-22.7747986,-65.14338644,0.0014719069004058838,287.38095537821454,Roca,-0.0037134885787963867,0.4367669423421224,"{""type"":""Point"",""coordinates"":[-65.14338644,-22.774798600000004]}"
321,42154,hay que cambiarlo,29/10/2012,hay que cambiarlo,hay que cambiarlo,33160-6527,48.14,primavera,2012-10-29,"[2012-10-29, 2012-10-30, 2012-10-31, 2012-11-01, 2012-11-02, 2012-11-03, 2012-11-04]",false,321,-37.4392128,-65.02373505,7.88271427154541E-5,289.02385902404785,Molisoles,-0.0015265941619873047,0.19999313354492188,"{""type"":""Point"",""coordinates"":[-65.02373505,-37.4392128]}"
322,06525,hay que cambiarlo,30/3/2013,hay que cambiarlo,hay que cambiarlo,6936-2128,28.61,otoño,2013-03-25,"[2013-03-25, 2013-03-26, 2013-03-27, 2013-03-28, 2013-03-29, 2013-03-30, 2013-03-31]",false,322,-34.776242,-58.9395696,7.201731204986572E-5,292.184113184611,Complejo indiferenci,-0.0019602095708251,0.3861993153889974,"{""type"":""Point"",""coordinates"":[-58.9395696,-34.776242]}"
323,82119,hay que cambiarlo,15/2/2013,hay que cambiarlo,hay que cambiarlo,3329-1723,0.93,verano,2013-02-11,"[2013-02-11, 2013-02-12, 2013-02-13, 2013-02-14, 2013-02-15, 2013-02-16, 2013-02-17]",true,323,-32.69503021,-60.73096848,8.043646812438965E-5,299.0999895731608,Alfisoles,-0.005068724974989891,0.384063720703125,"{""type"":""Point"",""coordinates"":[-60.73096848,-32.69503021]}"
324,06760,hay que cambiarlo,15/2/2013,hay que cambiarlo,hay que cambiarlo,50-50,12.96,verano,2013-02-11,"[2013-02-11, 2013-02-12, 2013-02-13, 2013-02-14, 2013-02-15, 2013-02-16, 2013-02-17]",true,324,-34.57514015,-58.69604099,3.5315752029418945E-5,298.7608782450358,Miscelaneas,-0.0034585734829306602,0.3465690612792969,"{""type"":""Point"",""coordinates"":[-58.69604099,-34.575140149999996]}"
325,06707,hay que cambiarlo,15/2/2013,hay que cambiarlo,hay que cambiarlo,9022-2838,28.23,verano,2013-02-11,"[2013-02-11, 2013-02-12, 2013-02-13, 2013-02-14, 2013-02-15, 2013-02-16, 2013-02-17]",false,325,-35.6504504,-59.8096018,2.6673078536987305E-6,298.91484959920246,Molisoles,-0.0020858896896243095,0.2526785532633464,"{""type"":""Point"",""coordinates"":[-59.8096018,-35.6504504]}"
326,26063,hay que cambiarlo,8/2/2013,hay que cambiarlo,hay que cambiarlo,36886-7258,10.36,verano,2013-02-04,"[2013-02-04, 2013-02-05, 2013-02-06, 2013-02-07, 2013-02-08, 2013-02-09, 2013-02-10]",true,326,-43.6901741,-67.19438171,1.4901161193847656E-8,296.65551884969074,Aridisoles,-1.6516447067260742E-4,0.1457341512044271,"{""type"":""Point"",""coordinates"":[-67.19438171,-43.69017410000001]}"
327,22043,hay que cambiarlo,7/1/2013,hay que cambiarlo,hay que cambiarlo,36727-7188,12.15,verano,2013-01-07,"[2013-01-07, 2013-01-08, 2013-01-09, 2013-01-10, 2013-01-11, 2013-01-12, 2013-01-13]",true,327,-27.86749866,-61.32540304,0.005406796932220459,300.0709540049235,Molisoles,-0.004167141392827034,0.40029462178548175,"{""type"":""Point"",""coordinates"":[-61.32540304,-27.867498659999995]}"
328,06735,hay que cambiarlo,1/9/2010,hay que cambiarlo,hay que cambiarlo,6906-2215,2.81,invierno,2010-08-30,"[2010-08-30, 2010-08-31, 2010-09-01, 2010-09-02, 2010-09-03, 2010-09-04, 2010-09-05]",true,328,-34.2881384,-59.5070413,3.039836883544922E-6,282.9243742624919,Molisoles,-0.0015193885192275047,0.3529516855875651,"{""type"":""Point"",""coordinates"":[-59.5070413,-34.2881384]}"
329,18140,hay que cambiarlo,24/10/2011,hay que cambiarlo,hay que cambiarlo,6711-2131,17.23,primavera,2011-10-24,"[2011-10-24, 2011-10-25, 2011-10-26, 2011-10-27, 2011-10-28, 2011-10-29, 2011-10-30]",false,329,-27.41325145,-58.37888858,0.0028817951679229736,296.689208984375,Alfisoles,-0.0031004808843135834,0.3897412618001302,"{""type"":""Point"",""coordinates"":[-58.378888579999995,-27.413251449999997]}"
330,50042,hay que cambiarlo,24/10/2011,hay que cambiarlo,hay que cambiarlo,31950-2172,13.02,primavera,2011-10-24,"[2011-10-24, 2011-10-25, 2011-10-26, 2011-10-27, 2011-10-28, 2011-10-29, 2011-10-30]",true,330,-33.55845261,-67.25244904,1.1648237705230713E-4,291.51318359375,Entisoles,-0.002273155376315117,0.24861653645833334,"{""type"":""Point"",""coordinates"":[-67.25244904,-33.55845261]}"
331,22007,hay que cambiarlo,24/10/2011,hay que cambiarlo,hay que cambiarlo,6309-1957,105.62,primavera,2011-10-24,"[2011-10-24, 2011-10-25, 2011-10-26, 2011-10-27, 2011-10-28, 2011-10-29, 2011-10-30]",false,331,-25.53445625,-62.85266113,1.9371509552001953E-6,297.1268717447917,Entisoles,-0.001078566536307335,0.18483352661132812,"{""type"":""Point"",""coordinates"":[-62.85266113,-25.53445625]}"
332,58091,hay que cambiarlo,30/7/2010,hay que cambiarlo,hay que cambiarlo,36849-7246,13.15,invierno,2010-07-26,"[2010-07-26, 2010-07-27, 2010-07-28, 2010-07-29, 2010-07-30, 2010-07-31, 2010-08-01]",true,332,-36.92528915,-69.9850235,9.694695472717285E-5,267.14551099141437,Entisoles,5.923304706811905E-5,0.18312708536783853,"{""type"":""Point"",""coordinates"":[-69.9850235,-36.92528915]}"
333,90035,hay que cambiarlo,2/2/2013,hay que cambiarlo,hay que cambiarlo,32679-6504,25.54,verano,2013-01-28,"[2013-01-28, 2013-01-29, 2013-01-30, 2013-01-31, 2013-02-01, 2013-02-02, 2013-02-03]",false,333,-27.6423966,-65.5086366,2.6226043701171875E-5,298.36594072977704,Molisoles,-0.004241131246089935,0.25769297281901044,"{""type"":""Point"",""coordinates"":[-65.50863660000002,-27.642396600000005]}"
334,66077,hay que cambiarlo,19/1/2013,hay que cambiarlo,hay que cambiarlo,8141-2593,27.3,verano,2013-01-14,"[2013-01-14, 2013-01-15, 2013-01-16, 2013-01-17, 2013-01-18, 2013-01-19, 2013-01-20]",false,334,-24.57701543,-65.36872897,0.004177689552307129,292.02936426798504,Inceptisoles,-0.0036135129630565643,0.4506409962972005,"{""type"":""Point"",""coordinates"":[-65.36872897,-24.57701543]}"
335,70098,hay que cambiarlo,24/8/2012,hay que cambiarlo,hay que cambiarlo,32300-6465,15.54,invierno,2012-08-20,"[2012-08-20, 2012-08-21, 2012-08-22, 2012-08-23, 2012-08-24, 2012-08-25, 2012-08-26]",false,335,-31.50973511,-68.5026858,0.0,285.79444058736163,Entisoles,-5.673868581652641E-4,0.20090548197428384,"{""type"":""Point"",""coordinates"":[-68.5026858,-31.50973511]}"
336,66035,hay que cambiarlo,24/8/2012,hay que cambiarlo,hay que cambiarlo,8141-2593,9.28,invierno,2012-08-20,"[2012-08-20, 2012-08-21, 2012-08-22, 2012-08-23, 2012-08-24, 2012-08-25, 2012-08-26]",true,336,-24.95319832,-65.42243492,2.9036402702331543E-4,287.5006580352783,Alfisoles,-0.0025415467098355293,0.3771921793619792,"{""type"":""Point"",""coordinates"":[-65.42243492,-24.953198319999995]}"
337,94014,hay que cambiarlo,24/8/2012,hay que cambiarlo,hay que cambiarlo,33424-6719,34.95,invierno,2012-08-20,"[2012-08-20, 2012-08-21, 2012-08-22, 2012-08-23, 2012-08-24, 2012-08-25, 2012-08-26]",false,337,-54.63768608,-67.76694086,7.259845733642578E-5,269.48438199361163,Inceptisoles,-4.3268315494060516E-5,0.3201433817545573,"{""type"":""Point"",""coordinates"":[-67.76694086,-54.63768608]}"
338,06182,hay que cambiarlo,24/8/2012,hay que cambiarlo,hay que cambiarlo,31981-6426,30.83,invierno,2012-08-20,"[2012-08-20, 2012-08-21, 2012-08-22, 2012-08-23, 2012-08-24, 2012-08-25, 2012-08-26]",false,338,-38.93877,-61.96122,1.9371509552001953E-7,286.61939175923663,Molisoles,-0.0012476881965994835,0.34991200764973956,"{""type"":""Point"",""coordinates"":[-61.961220000000004,-38.93877]}"
339,42140,hay que cambiarlo,24/8/2012,hay que cambiarlo,hay que cambiarlo,33160-6527,31.51,invierno,2012-08-20,"[2012-08-20, 2012-08-21, 2012-08-22, 2012-08-23, 2012-08-24, 2012-08-25, 2012-08-26]",false,339,-36.87195836,-64.78146927,1.5795230865478516E-6,285.56153043111163,Molisoles,-0.0016951290890574455,0.2480799357096354,"{""type"":""Point"",""coordinates"":[-64.78146927,-36.87195836]}"
340,22140,hay que cambiarlo,23/8/2012,hay que cambiarlo,hay que cambiarlo,6254-1933,11.88,invierno,2012-08-20,"[2012-08-20, 2012-08-21, 2012-08-22, 2012-08-23, 2012-08-24, 2012-08-25, 2012-08-26]",true,340,-27.92561531,-59.31798172,0.015542164444923401,292.5333728790283,Complejo indiferenci,-8.749216794967651E-4,0.42482884724934894,"{""type"":""Point"",""coordinates"":[-59.317981720000006,-27.925615310000005]}"
341,06260,hay que cambiarlo,23/8/2012,hay que cambiarlo,hay que cambiarlo,33486-6512,6.94,invierno,2012-08-20,"[2012-08-20, 2012-08-21, 2012-08-22, 2012-08-23, 2012-08-24, 2012-08-25, 2012-08-26]",true,341,-34.88497914,-58.47780994,7.3015689849853516E-6,286.47876675923663,Miscelaneas,-0.0012032361701130867,0.4446697235107422,"{""type"":""Point"",""coordinates"":[-58.47780994,-34.884979140000006]}"
342,58063,hay que cambiarlo,23/8/2012,hay que cambiarlo,hay que cambiarlo,6798-2155,40.6,invierno,2012-08-20,"[2012-08-20, 2012-08-21, 2012-08-22, 2012-08-23, 2012-08-24, 2012-08-25, 2012-08-26]",false,342,-38.14383318,-70.528734,5.3182244300842285E-5,276.2045154571533,Roca,-0.0011200392618775368,0.22167332967122397,"{""type"":""Point"",""coordinates"":[-70.528734,-38.14383318]}"
343,66119,hay que cambiarlo,23/8/2012,hay que cambiarlo,hay que cambiarlo,36870-7251,27.56,invierno,2012-08-20,"[2012-08-20, 2012-08-21, 2012-08-22, 2012-08-23, 2012-08-24, 2012-08-25, 2012-08-26]",false,343,-25.39472961,-66.38092804,4.2776763439178467E-4,283.430508295695,Roca,-0.001047658734023571,0.16214688618977866,"{""type"":""Point"",""coordinates"":[-66.38092804,-25.39472961]}"
344,06189,hay que cambiarlo,23/8/2012,hay que cambiarlo,hay que cambiarlo,31981-6426,31.6,invierno,2012-08-20,"[2012-08-20, 2012-08-21, 2012-08-22, 2012-08-23, 2012-08-24, 2012-08-25, 2012-08-26]",false,344,-38.7655502,-61.4127594,1.1920928955078125E-7,286.67481168111163,Molisoles,-0.0012904349714517593,0.3467566172281901,"{""type"":""Point"",""coordinates"":[-61.41275939999999,-38.7655502]}"
345,06574,hay que cambiarlo,24/8/2012,hay que cambiarlo,hay que cambiarlo,150-150,22.27,invierno,2012-08-20,"[2012-08-20, 2012-08-21, 2012-08-22, 2012-08-23, 2012-08-24, 2012-08-25, 2012-08-26]",false,345,-35.0117915,-59.4247779,8.195638656616211E-7,286.18823941548663,Molisoles,-0.0013492070138454437,0.46461041768391925,"{""type"":""Point"",""coordinates"":[-59.42477790000001,-35.0117915]}"
346,06266,hay que cambiarlo,23/8/2012,hay que cambiarlo,hay que cambiarlo,151-151,15.15,invierno,2012-08-20,"[2012-08-20, 2012-08-21, 2012-08-22, 2012-08-23, 2012-08-24, 2012-08-25, 2012-08-26]",false,346,-34.2240131,-59.232576,1.1593103408813477E-5,287.3426990509033,Molisoles,-0.0012582466006278992,0.46056683858235675,"{""type"":""Point"",""coordinates"":[-59.232576,-34.2240131]}"
347,06655,hay que cambiarlo,23/8/2012,hay que cambiarlo,hay que cambiarlo,3312-1706,23.69,invierno,2012-08-20,"[2012-08-20, 2012-08-21, 2012-08-22, 2012-08-23, 2012-08-24, 2012-08-25, 2012-08-26]",false,347,-35.350566,-57.297616,9.399652481079102E-5,285.77393277486163,Complejo indiferenci,-0.0011925753206014633,0.4857025146484375,"{""type"":""Point"",""coordinates"":[-57.297616,-35.350566]}"
348,42147,hay que cambiarlo,23/8/2012,hay que cambiarlo,hay que cambiarlo,32779-6443,44.56,invierno,2012-08-20,"[2012-08-20, 2012-08-21, 2012-08-22, 2012-08-23, 2012-08-24, 2012-08-25, 2012-08-26]",false,348,-35.74137636,-64.44795989,2.6673078536987305E-6,286.19784228007,Molisoles,-0.0013413960114121437,0.37384605407714844,"{""type"":""Point"",""coordinates"":[-64.44795989,-35.74137636]}"
349,30056,hay que cambiarlo,18/8/2012,hay que cambiarlo,hay que cambiarlo,9550-2853,31.43,invierno,2012-08-13,"[2012-08-13, 2012-08-14, 2012-08-15, 2012-08-16, 2012-08-17, 2012-08-18, 2012-08-19]",false,349,-33.15450509,-58.98890113,3.293156623840332E-6,283.27234204610187,Alfisoles,-0.002043570391833782,0.4746246337890625,"{""type"":""Point"",""coordinates"":[-58.98890113000001,-33.15450509]}"
350,42007,hay que cambiarlo,18/8/2012,hay que cambiarlo,hay que cambiarlo,32779-6443,60.03,invierno,2012-08-13,"[2012-08-13, 2012-08-14, 2012-08-15, 2012-08-16, 2012-08-17, 2012-08-18, 2012-08-19]",false,350,-37.12629611,-63.82921122,2.9802322387695312E-8,282.57027498881024,Molisoles,-0.0013476163148880005,0.29486529032389325,"{""type"":""Point"",""coordinates"":[-63.82921121999999,-37.12629611]}"
351,06448,hay que cambiarlo,18/8/2012,hay que cambiarlo,hay que cambiarlo,36845-7243,62.27,invierno,2012-08-13,"[2012-08-13, 2012-08-14, 2012-08-15, 2012-08-16, 2012-08-17, 2012-08-18, 2012-08-19]",false,351,-37.52471,-60.96114,5.960464477539063E-8,281.33850415547687,Molisoles,-0.001400345005095005,0.47158241271972656,"{""type"":""Point"",""coordinates"":[-60.96114,-37.52470999999999]}"
