system:index,Code Departamento,Code Provincia,Date (YMD),Departamento,Provincia,codeRio,distanciaRio,estacion,fecha0,fechas,hayRioCercano,idx,lat,lon,runoff_sum,temperature_2m,tipoDeSuelo,total_evaporation_sum,volumetric_soil_water_layer_1,.geo
20,22154,hay que cambiarlo,22/12/2015,hay que cambiarlo,hay que cambiarlo,36786-7204,44.91,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,20,-26.5995021,-59.74867643,3.88026237487793E-5,298.9850877126058,Molisoles,-0.0060984231531620026,0.35842450459798175,"{""type"":""Point"",""coordinates"":[-59.74867643,-26.599502100000002]}"
21,46112,hay que cambiarlo,22/12/2015,hay que cambiarlo,hay que cambiarlo,33022-6481,89.11,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,21,-31.38359642,-66.62695313,0.0,299.40468406677246,Entisoles,-0.001641896553337574,0.046764373779296875,"{""type"":""Point"",""coordinates"":[-66.62695313,-31.383596420000003]}"
22,38098,hay que cambiarlo,22/12/2015,hay que cambiarlo,hay que cambiarlo,33913-6597,48.32,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,22,-23.83205605,-65.47557831,0.005186349153518677,286.4179490407308,Roca,-0.0036864299327135086,0.429348627726237,"{""type"":""Point"",""coordinates"":[-65.47557831,-23.83205605]}"
23,06098,hay que cambiarlo,23/12/2015,hay que cambiarlo,hay que cambiarlo,3314-1708,0.7,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",true,23,-34.84587606,-57.87973336,,,Miscelaneas,,,"{""type"":""Point"",""coordinates"":[-57.87973336,-34.84587606]}"
24,06476,hay que cambiarlo,22/12/2015,hay que cambiarlo,hay que cambiarlo,6903-2151,41.88,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,24,-37.7714343,-58.6447231,2.4437904357910156E-6,294.14801088968915,Molisoles,-0.0016112281009554863,0.18620427449544272,"{""type"":""Point"",""coordinates"":[-58.6447231,-37.77143430000001]}"
25,90021,hay que cambiarlo,22/12/2015,hay que cambiarlo,hay que cambiarlo,32679-6504,18.33,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,25,-27.3126707,-65.4820785,8.032470941543579E-4,295.42144838968915,Roca,-0.005738109350204468,0.3715292612711589,"{""type"":""Point"",""coordinates"":[-65.4820785,-27.3126707]}"
26,06161,hay que cambiarlo,22/12/2015,hay que cambiarlo,hay que cambiarlo,32711-6544,5.4,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",true,26,-34.4145467,-59.8540512,1.506507396697998E-5,296.89434878031415,Molisoles,-0.002845698967576027,0.30625152587890625,"{""type"":""Point"",""coordinates"":[-59.8540512,-34.41454670000001]}"
27,42105,hay que cambiarlo,23/12/2015,hay que cambiarlo,hay que cambiarlo,9549-2809,39.21,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,27,-35.48140196,-63.49637054,8.493661880493164E-7,297.75445620218915,Molisoles,-0.0030846567824482918,0.12671852111816406,"{""type"":""Point"",""coordinates"":[-63.49637054,-35.48140195999999]}"
28,62056,hay que cambiarlo,6/12/2015,hay que cambiarlo,hay que cambiarlo,32726-6390,20.64,primavera,2015-11-30,"[2015-11-30, 2015-12-01, 2015-12-02, 2015-12-03, 2015-12-04, 2015-12-05, 2015-12-06]",false,28,-41.68252462,-70.71325062,6.719827651977539E-4,289.4197305043538,Aridisoles,-5.004983395338058E-4,0.031068166097005207,"{""type"":""Point"",""coordinates"":[-70.71325062,-41.682524619999995]}"
29,58014,hay que cambiarlo,22/12/2015,hay que cambiarlo,hay que cambiarlo,9459-2811,51.39,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,29,-37.88803423,-68.51449,1.0132789611816406E-6,297.00274721781415,Roca,-9.561022743582726E-4,0.060466766357421875,"{""type"":""Point"",""coordinates"":[-68.51449,-37.88803423]}"
30,74028,hay que cambiarlo,22/12/2015,hay que cambiarlo,hay que cambiarlo,33256-6389,30.54,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,30,-32.56339762,-65.03153075,8.046627044677734E-7,293.8354295094808,Entisoles,-0.004434481263160706,0.2915426890055339,"{""type"":""Point"",""coordinates"":[-65.03153075,-32.56339762000001]}"
31,06665,hay que cambiarlo,22/12/2015,hay que cambiarlo,hay que cambiarlo,3325-1719,9.81,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",true,31,-33.6241496,-60.0461017,1.5735626220703125E-5,297.31988588968915,Rio,-0.003277065232396126,0.3463446299235026,"{""type"":""Point"",""coordinates"":[-60.04610170000001,-33.6241496]}"
32,58021,hay que cambiarlo,22/12/2015,hay que cambiarlo,hay que cambiarlo,34051-6530,38.37,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,32,-39.31451053,-70.15403895,3.6075711250305176E-5,287.5248826344808,Roca,-8.689966052770615E-4,0.05120658874511719,"{""type"":""Point"",""coordinates"":[-70.15403895,-39.31451053]}"
33,46056,hay que cambiarlo,22/12/2015,hay que cambiarlo,hay que cambiarlo,33392-6628,89.22,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,33,-30.51572228,-66.86412811,3.2186508178710938E-6,296.92690086364746,Entisoles,-0.004424271173775196,0.08648427327473958,"{""type"":""Point"",""coordinates"":[-66.86412811,-30.515722280000002]}"
34,86105,hay que cambiarlo,22/12/2015,hay que cambiarlo,hay que cambiarlo,33116-6456,8.34,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",true,34,-28.47635326,-64.04507396,8.642673492431641E-7,301.2526658376058,Alfisoles,-0.003339179791510105,0.30092620849609375,"{""type"":""Point"",""coordinates"":[-64.04507396,-28.47635326]}"
35,22070,hay que cambiarlo,22/12/2015,hay que cambiarlo,hay que cambiarlo,36786-7204,62.87,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,35,-26.52423694,-60.57193526,2.771615982055664E-6,299.4269822438558,Inceptisoles,-0.004761416465044022,0.3055795033772786,"{""type"":""Point"",""coordinates"":[-60.57193525999999,-26.52423694]}"
36,02015,hay que cambiarlo,21/12/2015,hay que cambiarlo,hay que cambiarlo,36837-7237,2.81,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",true,36,-34.59294425,-58.48867142,1.3239681720733643E-4,296.7927049001058,Miscelaneas,-0.0032250918447971344,0.22433153788248697,"{""type"":""Point"",""coordinates"":[-58.48867142,-34.59294425]}"
37,06518,hay que cambiarlo,21/12/2015,hay que cambiarlo,hay que cambiarlo,3347-1742,34.58,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,37,-37.4842367,-57.4365959,1.5422701835632324E-5,294.57558250427246,Entisoles,-0.0016876226291060448,0.2756919860839844,"{""type"":""Point"",""coordinates"":[-57.43659590000001,-37.4842367]}"
38,06651,hay que cambiarlo,21/12/2015,hay que cambiarlo,hay que cambiarlo,32666-6430,54.98,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,38,-38.2787652,-63.308047,7.82310962677002E-6,298.16876284281415,Molisoles,-0.0015192227438092232,0.15000279744466147,"{""type"":""Point"",""coordinates"":[-63.30804700000001,-38.2787652]}"
39,82070,hay que cambiarlo,21/12/2015,hay que cambiarlo,hay que cambiarlo,6856-2113,19.32,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,39,-31.6618986,-61.0112577,9.000301361083984E-6,297.60756492614746,Molisoles,-0.004121117293834686,0.4005584716796875,"{""type"":""Point"",""coordinates"":[-61.0112577,-31.6618986]}"
40,30091,hay que cambiarlo,21/12/2015,hay que cambiarlo,hay que cambiarlo,6833-2205,17.37,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,40,-31.99620378,-59.24649058,1.2263655662536621E-5,296.5668748219808,Molisoles,-0.0034358808770775795,0.3977673848470052,"{""type"":""Point"",""coordinates"":[-59.24649058,-31.99620378]}"
41,06408,hay que cambiarlo,21/12/2015,hay que cambiarlo,hay que cambiarlo,49-49,12.1,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",true,41,-34.59309314,-58.63572095,1.1533498764038086E-5,296.9636033376058,Miscelaneas,-0.0026533855125308037,0.28351593017578125,"{""type"":""Point"",""coordinates"":[-58.63572095000001,-34.59309314000001]}"
42,10112,hay que cambiarlo,21/12/2015,hay que cambiarlo,hay que cambiarlo,33832-6763,20.17,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,42,-28.56060853,-65.78033709,1.2367963790893555E-6,297.08168601989746,Roca,-0.004884198307991028,0.22686767578125,"{""type"":""Point"",""coordinates"":[-65.78033709,-28.56060853]}"
43,42063,hay que cambiarlo,21/12/2015,hay que cambiarlo,hay que cambiarlo,6866-2220,60.56,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,43,-36.16043091,-68.1297226,1.5944242477416992E-6,294.21783510843915,Roca,-0.002459789626300335,0.08111826578776042,"{""type"":""Point"",""coordinates"":[-68.1297226,-36.16043091]}"
44,70119,hay que cambiarlo,21/12/2015,hay que cambiarlo,hay que cambiarlo,34179-6743,71.88,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,44,-30.80415774,-67.366235,6.105005741119385E-5,293.62734031677246,Entisoles,-0.005135002546012402,0.12367312113444011,"{""type"":""Point"",""coordinates"":[-67.366235,-30.80415774]}"
45,06277,hay que cambiarlo,21/12/2015,hay que cambiarlo,hay que cambiarlo,6885-2219,19.32,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,45,-34.81670709,-62.44968298,2.1010637283325195E-6,297.11391258239746,Molisoles,-0.003921838477253914,0.3170604705810547,"{""type"":""Point"",""coordinates"":[-62.44968298,-34.81670709]}"
46,86042,hay que cambiarlo,21/12/2015,hay que cambiarlo,hay que cambiarlo,6800-2197,12.07,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",true,46,-28.89628,-62.62596,2.3692846298217773E-6,299.60553042093915,Molisoles,-0.003999857231974602,0.24045117696126303,"{""type"":""Point"",""coordinates"":[-62.62596,-28.89628]}"
47,86014,hay que cambiarlo,21/12/2015,hay que cambiarlo,hay que cambiarlo,6855-2224,89.3,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,47,-26.78946686,-62.70516586,2.9802322387695312E-8,301.31215476989746,Entisoles,-0.0017221253365278244,0.1559931437174479,"{""type"":""Point"",""coordinates"":[-62.70516586,-26.789466860000005]}"
48,14133,hay que cambiarlo,21/12/2015,hay que cambiarlo,hay que cambiarlo,9461-2776,37.8,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,48,-32.01613487,-65.16382005,1.341104507446289E-7,299.0119431813558,Entisoles,-0.003009534440934658,0.14774449666341147,"{""type"":""Point"",""coordinates"":[-65.16382005,-32.01613487]}"
49,06483,hay que cambiarlo,21/12/2015,hay que cambiarlo,hay que cambiarlo,146-146,24.21,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,49,-35.2649767,-59.0698098,1.3813376426696777E-5,297.0656541188558,Molisoles,-0.0026562297716736794,0.2953497568766276,"{""type"":""Point"",""coordinates"":[-59.06980980000001,-35.264976700000005]}"
50,06602,hay que cambiarlo,21/12/2015,hay que cambiarlo,hay que cambiarlo,33091-6394,65.81,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,50,-40.8136857,-62.6629984,8.493661880493164E-7,299.0519822438558,Complejo indiferenci,-0.003983350470662117,0.13039016723632812,"{""type"":""Point"",""coordinates"":[-62.6629984,-40.8136857]}"
51,46028,hay que cambiarlo,6/12/2015,hay que cambiarlo,hay que cambiarlo,33281-6466,9.9,primavera,2015-11-30,"[2015-11-30, 2015-12-01, 2015-12-02, 2015-12-03, 2015-12-04, 2015-12-05, 2015-12-06]",true,51,-29.28070259,-68.15567017,3.2782554626464844E-7,289.5141315460205,Roca,-6.503276526927948E-4,0.0594635009765625,"{""type"":""Point"",""coordinates"":[-68.15567017,-29.28070259]}"
52,70070,hay que cambiarlo,6/12/2015,hay que cambiarlo,hay que cambiarlo,32300-6465,12.55,primavera,2015-11-30,"[2015-11-30, 2015-12-01, 2015-12-02, 2015-12-03, 2015-12-04, 2015-12-05, 2015-12-06]",true,52,-31.72999788,-68.56591515,1.4816224575042725E-4,290.6042194366455,Roca,-0.0035018837079405785,0.19954427083333334,"{""type"":""Point"",""coordinates"":[-68.56591515,-31.729997879999996]}"
53,90070,hay que cambiarlo,6/12/2015,hay que cambiarlo,hay que cambiarlo,6759-2167,13.31,primavera,2015-11-30,"[2015-11-30, 2015-12-01, 2015-12-02, 2015-12-03, 2015-12-04, 2015-12-05, 2015-12-06]",true,53,-27.13862419,-65.44361877,5.486756563186646E-4,293.2379271189372,Roca,-0.003324989229440689,0.35499318440755206,"{""type"":""Point"",""coordinates"":[-65.44361877,-27.13862419]}"
54,86035,hay que cambiarlo,6/12/2015,hay que cambiarlo,hay que cambiarlo,36917-7264,0.64,primavera,2015-11-30,"[2015-11-30, 2015-12-01, 2015-12-02, 2015-12-03, 2015-12-04, 2015-12-05, 2015-12-06]",true,54,-27.59548811,-64.41117012,1.0132789611816406E-5,295.8511269887288,Alfisoles,-0.004323750734329224,0.343173344930013,"{""type"":""Point"",""coordinates"":[-64.41117012,-27.595488109999998]}"
55,38014,hay que cambiarlo,6/12/2015,hay que cambiarlo,hay que cambiarlo,32929-6365,16.76,primavera,2015-11-30,"[2015-11-30, 2015-12-01, 2015-12-02, 2015-12-03, 2015-12-04, 2015-12-05, 2015-12-06]",false,55,-24.4262104,-65.10740662,3.1025707721710205E-4,289.6709512074788,Molisoles,-0.002831915393471718,0.3955027262369792,"{""type"":""Point"",""coordinates"":[-65.10740662,-24.42621039999999]}"
56,94035,hay que cambiarlo,6/12/2015,hay que cambiarlo,hay que cambiarlo,33250-6718,4.16,primavera,2015-11-30,"[2015-11-30, 2015-12-01, 2015-12-02, 2015-12-03, 2015-12-04, 2015-12-05, 2015-12-06]",true,56,-54.51138676,-67.19580446,7.859170436859131E-4,280.6178913116455,Inceptisoles,-0.0032062148675322533,0.17969322204589844,"{""type"":""Point"",""coordinates"":[-67.19580446,-54.51138676]}"
57,62014,hay que cambiarlo,6/12/2015,hay que cambiarlo,hay que cambiarlo,6874-2160,67.84,primavera,2015-11-30,"[2015-11-30, 2015-12-01, 2015-12-02, 2015-12-03, 2015-12-04, 2015-12-05, 2015-12-06]",false,57,-39.60125657,-65.49681844,1.4901161193847656E-8,298.4894733428955,Complejo indiferenci,-5.617104470729828E-4,0.13458124796549478,"{""type"":""Point"",""coordinates"":[-65.49681844000001,-39.60125657]}"
58,74042,hay que cambiarlo,5/12/2015,hay que cambiarlo,hay que cambiarlo,33178-6482,15.68,primavera,2015-11-30,"[2015-11-30, 2015-12-01, 2015-12-02, 2015-12-03, 2015-12-04, 2015-12-05, 2015-12-06]",false,58,-34.82387161,-66.44893646,7.3462724685668945E-6,295.1326211293538,Entisoles,-0.003651438280940056,0.07683753967285156,"{""type"":""Point"",""coordinates"":[-66.44893646,-34.82387160999999]}"
59,14168,hay que cambiarlo,19/11/2015,hay que cambiarlo,hay que cambiarlo,37559-7382,7.06,primavera,2015-11-16,"[2015-11-16, 2015-11-17, 2015-11-18, 2015-11-19, 2015-11-20, 2015-11-21, 2015-11-22]",true,59,-30.81785967,-64.21185018,2.0805001258850098E-4,295.27862548828125,Entisoles,-0.004235968925058842,0.18973731994628906,"{""type"":""Point"",""coordinates"":[-64.21185018,-30.817859669999994]}"
60,82098,hay que cambiarlo,19/11/2015,hay que cambiarlo,hay que cambiarlo,6247-1929,17.29,primavera,2015-11-16,"[2015-11-16, 2015-11-17, 2015-11-18, 2015-11-19, 2015-11-20, 2015-11-21, 2015-11-22]",false,60,-29.42420679,-59.97955475,1.4075636863708496E-4,296.35585530598956,Complejo indiferenci,-0.0028857821598649025,0.43012428283691406,"{""type"":""Point"",""coordinates"":[-59.97955475,-29.424206790000007]}"
