system:index,Code Departamento,Code Provincia,Date (YMD),Departamento,Provincia,codeRio,distanciaRio,estacion,fecha0,fechas,hayRioCercano,idx,lat,lon,runoff_sum,temperature_2m,tipoDeSuelo,total_evaporation_sum,volumetric_soil_water_layer_1,.geo
10,86112,hay que cambiarlo,25/2/2015,hay que cambiarlo,hay que cambiarlo,37593-7391,10.57,verano,2015-02-23,"[2015-02-23, 2015-02-24, 2015-02-25, 2015-02-26, 2015-02-27, 2015-02-28, 2015-03-01]",true,10,-29.29157166,-63.03450311,2.205371856689453E-6,299.1137530008952,Alfisoles,-0.00420002918690443,0.27999623616536456,"{""type"":""Point"",""coordinates"":[-63.03450311000001,-29.29157166]}"
11,34035,hay que cambiarlo,6/9/2012,hay que cambiarlo,hay que cambiarlo,34065-6553,11.81,invierno,2012-09-03,"[2012-09-03, 2012-09-04, 2012-09-05, 2012-09-06, 2012-09-07, 2012-09-08, 2012-09-09]",true,11,-24.61192,-60.30033,2.9802322387695312E-8,299.97113037109375,Rio,-0.003727511502802372,0.1905371348063151,"{""type"":""Point"",""coordinates"":[-60.30033000000001,-24.611919999999998]}"
12,78021,hay que cambiarlo,10/8/2015,hay que cambiarlo,hay que cambiarlo,33331-6533,4.21,invierno,2015-08-10,"[2015-08-10, 2015-08-11, 2015-08-12, 2015-08-13, 2015-08-14, 2015-08-15, 2015-08-16]",true,12,-51.8701101,-70.5994988,4.032999277114868E-4,273.9039758046468,Molisoles,-1.9136257469654083E-4,0.467526117960612,"{""type"":""Point"",""coordinates"":[-70.5994988,-51.87011009999999]}"
13,06609,hay que cambiarlo,10/8/2015,hay que cambiarlo,hay que cambiarlo,6725-2212,72.84,invierno,2015-08-10,"[2015-08-10, 2015-08-11, 2015-08-12, 2015-08-13, 2015-08-14, 2015-08-15, 2015-08-16]",false,13,-35.6179927,-62.0046671,3.863871097564697E-5,284.2467492421468,Molisoles,-0.0017156582325696945,0.49255116780598956,"{""type"":""Point"",""coordinates"":[-62.0046671,-35.61799270000001]}"
14,70133,hay que cambiarlo,13/1/2015,hay que cambiarlo,hay que cambiarlo,32300-6465,32.17,verano,2015-01-12,"[2015-01-12, 2015-01-13, 2015-01-14, 2015-01-15, 2015-01-16, 2015-01-17, 2015-01-18]",false,14,-31.77467156,-68.91460419,0.0024412870407104492,291.39709599812824,Roca,-0.0030823834240436554,0.30185508728027344,"{""type"":""Point"",""coordinates"":[-68.91460419,-31.77467156]}"
15,06420,hay que cambiarlo,13/1/2015,hay que cambiarlo,hay que cambiarlo,3346-1741,3.63,verano,2015-01-12,"[2015-01-12, 2015-01-13, 2015-01-14, 2015-01-15, 2015-01-16, 2015-01-17, 2015-01-18]",true,15,-36.48839763,-56.70043526,5.606710910797119E-4,295.6630465189616,Entisoles,-0.0075544994324445724,0.14362970987955728,"{""type"":""Point"",""coordinates"":[-56.70043526,-36.48839763]}"
16,38105,hay que cambiarlo,13/1/2015,hay que cambiarlo,hay que cambiarlo,33117-6463,19.12,verano,2015-01-12,"[2015-01-12, 2015-01-13, 2015-01-14, 2015-01-15, 2015-01-16, 2015-01-17, 2015-01-18]",false,16,-23.56311433,-64.89713769,0.00470907986164093,290.28991826375324,Roca,-0.0035381484776735306,0.5008099873860677,"{""type"":""Point"",""coordinates"":[-64.89713769,-23.563114329999998]}"
17,06084,hay que cambiarlo,13/1/2015,hay que cambiarlo,hay que cambiarlo,36844-7242,42.97,verano,2015-01-12,"[2015-01-12, 2015-01-13, 2015-01-14, 2015-01-15, 2015-01-16, 2015-01-17, 2015-01-18]",false,17,-37.5763984,-60.1392005,7.450580596923828E-7,295.2826754252116,Molisoles,-0.0015673190355300903,0.2694327036539714,"{""type"":""Point"",""coordinates"":[-60.13920050000001,-37.5763984]}"
18,42028,hay que cambiarlo,23/12/2015,hay que cambiarlo,hay que cambiarlo,32779-6443,73.15,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,18,-36.67294558,-63.66446349,2.6226043701171875E-6,297.1164353688558,Entisoles,-0.003722814843058586,0.19449869791666666,"{""type"":""Point"",""coordinates"":[-63.66446349,-36.672945580000004]}"
19,06028,hay que cambiarlo,23/12/2015,hay que cambiarlo,hay que cambiarlo,35405-6949,1.13,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",true,19,-34.80155807,-58.39146772,1.271069049835205E-5,296.69399070739746,Miscelaneas,-0.0025050947442650795,0.2796490987141927,"{""type"":""Point"",""coordinates"":[-58.39146772000001,-34.80155807]}"
20,90021,hay que cambiarlo,22/12/2015,hay que cambiarlo,hay que cambiarlo,32679-6504,18.33,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,20,-27.3126707,-65.4820785,8.032470941543579E-4,295.42144838968915,Roca,-0.005738109350204468,0.3715292612711589,"{""type"":""Point"",""coordinates"":[-65.4820785,-27.3126707]}"
21,78035,hay que cambiarlo,22/12/2015,hay que cambiarlo,hay que cambiarlo,6176-1899,18.04,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,21,-46.04208374,-71.65873718,7.264167070388794E-4,281.74501609802246,Aridisoles,-0.002831081859767437,0.3479747772216797,"{""type"":""Point"",""coordinates"":[-71.65873718,-46.04208374]}"
22,46063,hay que cambiarlo,22/12/2015,hay que cambiarlo,hay que cambiarlo,33392-6628,95.42,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,22,-30.55722809,-66.16072846,1.296401023864746E-6,297.36757469177246,Entisoles,-0.004627835936844349,0.16754976908365884,"{""type"":""Point"",""coordinates"":[-66.16072846,-30.55722809]}"
23,54077,hay que cambiarlo,23/12/2015,hay que cambiarlo,hay que cambiarlo,6487-2027,13.67,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",true,23,-26.78501255,-54.90115103,0.008802607655525208,297.9413865407308,Molisoles,-0.005027187988162041,0.438259760538737,"{""type"":""Point"",""coordinates"":[-54.90115103000001,-26.785012549999998]}"
24,78028,hay que cambiarlo,22/12/2015,hay que cambiarlo,hay que cambiarlo,6778-2165,1.79,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",true,24,-50.27098465,-71.8927536,7.566213607788086E-4,282.81899070739746,Entisoles,-0.00277538038790226,0.21585400899251303,"{""type"":""Point"",""coordinates"":[-71.8927536,-50.27098465]}"
25,06308,hay que cambiarlo,22/12/2015,hay que cambiarlo,hay que cambiarlo,36871-7252,47.06,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,25,-36.6656205,-58.0745242,1.4528632164001465E-5,295.01845359802246,Lagunas,-0.0021406961604952812,0.2934118906656901,"{""type"":""Point"",""coordinates"":[-58.0745242,-36.665620499999996]}"
26,06077,hay que cambiarlo,22/12/2015,hay que cambiarlo,hay que cambiarlo,6745-2129,17.6,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,26,-33.9628001,-59.8615291,2.3603439331054688E-5,297.18959617614746,Molisoles,-0.0031105317175388336,0.32055409749348956,"{""type"":""Point"",""coordinates"":[-59.861529100000006,-33.9628001]}"
27,22007,hay que cambiarlo,23/12/2015,hay que cambiarlo,hay que cambiarlo,6309-1957,105.62,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,27,-25.53445625,-62.85266113,2.086162567138672E-7,301.3595994313558,Entisoles,-0.001446414738893509,0.13841120402018228,"{""type"":""Point"",""coordinates"":[-62.85266113,-25.53445625]}"
28,06798,hay que cambiarlo,6/12/2015,hay que cambiarlo,hay que cambiarlo,34350-6366,29.39,primavera,2015-11-30,"[2015-11-30, 2015-12-01, 2015-12-02, 2015-12-03, 2015-12-04, 2015-12-05, 2015-12-06]",false,28,-36.475682,-60.1222218,5.111098289489746E-6,292.4538288116455,Molisoles,-0.00491537619382143,0.3783270517985026,"{""type"":""Point"",""coordinates"":[-60.1222218,-36.475682]}"
29,06665,hay que cambiarlo,22/12/2015,hay que cambiarlo,hay que cambiarlo,3325-1719,9.81,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",true,29,-33.6241496,-60.0461017,1.5735626220703125E-5,297.31988588968915,Rio,-0.003277065232396126,0.3463446299235026,"{""type"":""Point"",""coordinates"":[-60.04610170000001,-33.6241496]}"
30,06532,hay que cambiarlo,22/12/2015,hay que cambiarlo,hay que cambiarlo,7-7,20.35,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,30,-34.64501572,-59.35927582,2.0042061805725098E-5,297.05157534281415,Molisoles,-0.0028486857190728188,0.2950369517008464,"{""type"":""Point"",""coordinates"":[-59.35927582,-34.64501572]}"
31,14084,hay que cambiarlo,22/12/2015,hay que cambiarlo,hay que cambiarlo,32598-6391,38.93,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,31,-33.90469055,-63.83804658,1.2814998626708984E-6,297.99249331156415,Alfisoles,-0.003438720479607582,0.22697003682454428,"{""type"":""Point"",""coordinates"":[-63.83804657999999,-33.90469055]}"
32,06161,hay que cambiarlo,22/12/2015,hay que cambiarlo,hay que cambiarlo,32711-6544,5.4,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",true,32,-34.4145467,-59.8540512,1.506507396697998E-5,296.89434878031415,Molisoles,-0.002845698967576027,0.30625152587890625,"{""type"":""Point"",""coordinates"":[-59.8540512,-34.41454670000001]}"
33,06168,hay que cambiarlo,22/12/2015,hay que cambiarlo,hay que cambiarlo,36871-7252,8.76,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",true,33,-36.1352289,-57.7158097,5.2616000175476074E-5,295.0519822438558,Complejo indiferenci,-0.002842889167368412,0.29259300231933594,"{""type"":""Point"",""coordinates"":[-57.7158097,-36.1352289]}"
34,06351,hay que cambiarlo,22/12/2015,hay que cambiarlo,hay que cambiarlo,6811-2213,37.98,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,34,-34.8011277,-61.8636453,1.8477439880371094E-6,296.99859682718915,Molisoles,-0.0034398259595036507,0.2988739013671875,"{""type"":""Point"",""coordinates"":[-61.8636453,-34.8011277]}"
35,22007,hay que cambiarlo,22/12/2015,hay que cambiarlo,hay que cambiarlo,6309-1957,105.62,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,35,-25.53445625,-62.85266113,2.086162567138672E-7,301.3595994313558,Entisoles,-0.001446414738893509,0.13841120402018228,"{""type"":""Point"",""coordinates"":[-62.85266113,-25.53445625]}"
36,14007,hay que cambiarlo,21/12/2015,hay que cambiarlo,hay que cambiarlo,36828-7231,19.43,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,36,-32.09286214,-64.56387845,1.0435283184051514E-4,294.1227830251058,Roca,-0.00518915057182312,0.3019307454427083,"{""type"":""Point"",""coordinates"":[-64.56387845,-32.09286214]}"
37,06098,hay que cambiarlo,21/12/2015,hay que cambiarlo,hay que cambiarlo,3314-1708,0.7,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",true,37,-34.84587606,-57.87973336,,,Miscelaneas,,,"{""type"":""Point"",""coordinates"":[-57.87973336,-34.84587606]}"
38,86175,hay que cambiarlo,21/12/2015,hay que cambiarlo,hay que cambiarlo,33116-6456,15.66,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,38,-28.2954,-63.86655,5.960464477539063E-8,301.6164353688558,Alfisoles,-0.003627709113061428,0.24058405558268228,"{""type"":""Point"",""coordinates"":[-63.86655,-28.2954]}"
39,06693,hay que cambiarlo,21/12/2015,hay que cambiarlo,hay que cambiarlo,9022-2838,10.28,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",true,39,-35.41999054,-59.66501618,1.761317253112793E-5,297.08901023864746,Complejo indiferenci,-0.003193882293999195,0.1985454559326172,"{""type"":""Point"",""coordinates"":[-59.665016179999995,-35.41999054]}"
40,86182,hay que cambiarlo,21/12/2015,hay que cambiarlo,hay que cambiarlo,6804-2223,13.63,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",true,40,-28.08144587,-63.33466823,2.384185791015625E-7,301.45033836364746,Alfisoles,-0.00410765316337347,0.1896839141845703,"{""type"":""Point"",""coordinates"":[-63.33466822999999,-28.081445870000003]}"
41,86161,hay que cambiarlo,21/12/2015,hay que cambiarlo,hay que cambiarlo,32305-6480,7.04,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",true,41,-27.84078886,-63.93408912,1.671910285949707E-5,301.87978172302246,Alfisoles,-0.0036523006856441498,0.14327176411946616,"{""type"":""Point"",""coordinates"":[-63.93408912,-27.84078886]}"
42,06505,hay que cambiarlo,21/12/2015,hay que cambiarlo,hay que cambiarlo,3344-1739,9.75,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",true,42,-35.17544498,-57.51894858,1.958012580871582E-5,295.52471987406415,Complejo indiferenci,-0.0029275212436914444,0.3142127990722656,"{""type"":""Point"",""coordinates"":[-57.51894857999999,-35.17544498]}"
43,82098,hay que cambiarlo,21/12/2015,hay que cambiarlo,hay que cambiarlo,6247-1929,17.29,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,43,-29.42420679,-59.97955475,1.7496943473815918E-4,298.27577781677246,Complejo indiferenci,-0.0033323001116514206,0.43650563557942706,"{""type"":""Point"",""coordinates"":[-59.97955475,-29.424206790000007]}"
44,46091,hay que cambiarlo,21/12/2015,hay que cambiarlo,hay que cambiarlo,33022-6481,59.91,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,44,-31.69222606,-65.88603902,0.0,301.37799135843915,Salinas,-0.0014167334884405136,0.042957305908203125,"{""type"":""Point"",""coordinates"":[-65.88603902,-31.692226060000007]}"
45,06833,hay que cambiarlo,21/12/2015,hay que cambiarlo,hay que cambiarlo,36844-7242,76.95,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,45,-38.2667152,-60.4002814,2.339482307434082E-6,295.72125307718915,Molisoles,-0.0017591165378689766,0.17189598083496094,"{""type"":""Point"",""coordinates"":[-60.400281400000004,-38.26671519999999]}"
46,42042,hay que cambiarlo,21/12/2015,hay que cambiarlo,hay que cambiarlo,32291-6462,69.01,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,46,-38.74134077,-66.43606534,5.960464477539062E-7,299.51430320739746,Complejo indiferenci,-6.342371925711632E-4,0.24977938334147134,"{""type"":""Point"",""coordinates"":[-66.43606534,-38.74134077]}"
47,06140,hay que cambiarlo,21/12/2015,hay que cambiarlo,hay que cambiarlo,6745-2129,5.72,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",true,47,-34.1731879,-59.9792421,2.3186206817626953E-5,296.8698533376058,Molisoles,-0.003091784194111824,0.3138173421223958,"{""type"":""Point"",""coordinates"":[-59.9792421,-34.1731879]}"
48,38007,hay que cambiarlo,21/12/2015,hay que cambiarlo,hay que cambiarlo,6324-1963,25.69,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,48,-22.84146227,-66.07927857,6.183981895446777E-6,285.9101365407308,Entisoles,-0.001453193835914135,0.16278775533040366,"{""type"":""Point"",""coordinates"":[-66.07927857,-22.84146227]}"
49,06035,hay que cambiarlo,21/12/2015,hay que cambiarlo,hay que cambiarlo,35411-6952,1.59,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",true,49,-34.67500565,-58.31056343,,,Miscelaneas,,,"{""type"":""Point"",""coordinates"":[-58.31056343,-34.675005649999996]}"
50,42126,hay que cambiarlo,21/12/2015,hay que cambiarlo,hay que cambiarlo,6712-2140,60.37,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,50,-35.08643621,-64.92315252,9.834766387939453E-7,298.22369448343915,Molisoles,-0.0037620095536112785,0.25242042541503906,"{""type"":""Point"",""coordinates"":[-64.92315252,-35.08643621000001]}"
51,50126,hay que cambiarlo,6/12/2015,hay que cambiarlo,hay que cambiarlo,6840-2183,16.87,primavera,2015-11-30,"[2015-11-30, 2015-12-01, 2015-12-02, 2015-12-03, 2015-12-04, 2015-12-05, 2015-12-06]",false,51,-33.30008474,-69.17169565,0.0032584071159362793,284.9157428741455,Roca,-0.004667999222874641,0.23912556966145834,"{""type"":""Point"",""coordinates"":[-69.17169565,-33.30008474]}"
52,10056,hay que cambiarlo,6/12/2015,hay que cambiarlo,hay que cambiarlo,34147-6631,17.54,primavera,2015-11-30,"[2015-11-30, 2015-12-01, 2015-12-02, 2015-12-03, 2015-12-04, 2015-12-05, 2015-12-06]",false,52,-28.37478,-65.15865,1.0281801223754883E-6,293.1394570668538,Roca,-0.0035321302711963654,0.24058214823404947,"{""type"":""Point"",""coordinates"":[-65.15865,-28.37478000000001]}"
53,42091,hay que cambiarlo,6/12/2015,hay que cambiarlo,hay que cambiarlo,33324-6517,66.7,primavera,2015-11-30,"[2015-11-30, 2015-12-01, 2015-12-02, 2015-12-03, 2015-12-04, 2015-12-05, 2015-12-06]",false,53,-37.55200494,-66.2268539,3.2782554626464844E-7,297.2255573272705,Roca,-0.0018417537212371826,0.0437469482421875,"{""type"":""Point"",""coordinates"":[-66.2268539,-37.55200494000001]}"
54,66042,hay que cambiarlo,6/12/2015,hay que cambiarlo,hay que cambiarlo,33913-6597,18.11,primavera,2015-11-30,"[2015-11-30, 2015-12-01, 2015-12-02, 2015-12-03, 2015-12-04, 2015-12-05, 2015-12-06]",false,54,-25.15339187,-65.69363231,5.96165657043457E-4,282.1332721710205,Entisoles,-0.003081459552049637,0.412811279296875,"{""type"":""Point"",""coordinates"":[-65.69363231,-25.15339187]}"
55,18161,hay que cambiarlo,6/12/2015,hay que cambiarlo,hay que cambiarlo,6577-2072,8.48,primavera,2015-11-30,"[2015-11-30, 2015-12-01, 2015-12-02, 2015-12-03, 2015-12-04, 2015-12-05, 2015-12-06]",true,55,-28.88393134,-58.78485627,0.0018848180770874023,293.4636758168538,Molisoles,-0.006688959896564484,0.346066157023112,"{""type"":""Point"",""coordinates"":[-58.78485626999999,-28.883931339999997]}"
56,50077,hay que cambiarlo,6/12/2015,hay que cambiarlo,hay que cambiarlo,36849-7246,13.81,primavera,2015-11-30,"[2015-11-30, 2015-12-01, 2015-12-02, 2015-12-03, 2015-12-04, 2015-12-05, 2015-12-06]",true,56,-36.47914887,-69.82659912,1.3177096843719482E-4,287.0091673533122,Roca,-0.0013836119323968887,0.04216766357421875,"{""type"":""Point"",""coordinates"":[-69.82659912,-36.47914887]}"
57,46070,hay que cambiarlo,6/12/2015,hay que cambiarlo,hay que cambiarlo,33392-6628,93.93,primavera,2015-11-30,"[2015-11-30, 2015-12-01, 2015-12-02, 2015-12-03, 2015-12-04, 2015-12-05, 2015-12-06]",false,57,-30.75595424,-66.66826174,8.940696716308594E-6,293.3564980824788,Entisoles,-0.001462879590690136,0.04445775349934896,"{""type"":""Point"",""coordinates"":[-66.66826174,-30.75595424]}"
58,02003,hay que cambiarlo,5/12/2015,hay que cambiarlo,hay que cambiarlo,85-85,2.82,primavera,2015-11-30,"[2015-11-30, 2015-12-01, 2015-12-02, 2015-12-03, 2015-12-04, 2015-12-05, 2015-12-06]",true,58,-34.60909977,-58.40306252,1.2414157390594482E-4,294.6960163116455,Miscelaneas,-0.00454302504658699,0.28160985310872394,"{""type"":""Point"",""coordinates"":[-58.403062520000006,-34.60909977000001]}"
59,06448,hay que cambiarlo,19/11/2015,hay que cambiarlo,hay que cambiarlo,36845-7243,62.27,primavera,2015-11-16,"[2015-11-16, 2015-11-17, 2015-11-18, 2015-11-19, 2015-11-20, 2015-11-21, 2015-11-22]",false,59,-37.52471,-60.96114,2.086162567138672E-7,295.60048421223956,Molisoles,-0.002942904829978943,0.32742945353190106,"{""type"":""Point"",""coordinates"":[-60.96114,-37.52470999999999]}"
60,50021,hay que cambiarlo,19/11/2015,hay que cambiarlo,hay que cambiarlo,6840-2183,42.57,primavera,2015-11-16,"[2015-11-16, 2015-11-17, 2015-11-18, 2015-11-19, 2015-11-20, 2015-11-21, 2015-11-22]",false,60,-32.92152832,-68.85492318,4.988908767700195E-5,291.42885335286456,Roca,-0.004363459534943104,0.2842241923014323,"{""type"":""Point"",""coordinates"":[-68.85492318,-32.92152832]}"
61,22070,hay que cambiarlo,19/11/2015,hay que cambiarlo,hay que cambiarlo,36786-7204,62.87,primavera,2015-11-16,"[2015-11-16, 2015-11-17, 2015-11-18, 2015-11-19, 2015-11-20, 2015-11-21, 2015-11-22]",false,61,-26.52423694,-60.57193526,0.004518419504165649,298.36391194661456,Inceptisoles,-0.0044138673692941666,0.4046885172526042,"{""type"":""Point"",""coordinates"":[-60.57193525999999,-26.52423694]}"
