system:index,Code Departamento,Code Provincia,Date (YMD),Departamento,Provincia,codeRio,distanciaRio,estacion,fecha0,fechas,hayRioCercano,idx,lat,lon,runoff_sum,temperature_2m,tipoDeSuelo,total_evaporation_sum,volumetric_soil_water_layer_1,.geo
672,06560,hay que cambiarlo,30/1/2005,hay que cambiarlo,hay que cambiarlo,42-42,17.53,verano,2005-01-24,"[2005-01-24, 2005-01-25, 2005-01-26, 2005-01-27, 2005-01-28, 2005-01-29, 2005-01-30]",false,672,-34.55865957,-58.81630109,9.59634780883789E-6,296.85168584187824,Complejo indiferenci,-0.0020398469641804695,0.2804864247639974,"{""type"":""Point"",""coordinates"":[-58.81630109,-34.55865957]}"
673,62084,hay que cambiarlo,23/1/2005,hay que cambiarlo,hay que cambiarlo,6377-1984,111.57,verano,2005-01-17,"[2005-01-17, 2005-01-18, 2005-01-19, 2005-01-20, 2005-01-21, 2005-01-22, 2005-01-23]",false,673,-41.21434552,-66.33830967,4.470348358154297E-8,296.8500550587972,Entisoles,-1.8931925296783447E-4,0.13023694356282553,"{""type"":""Point"",""coordinates"":[-66.33830967,-41.21434552]}"
674,86084,hay que cambiarlo,23/1/2005,hay que cambiarlo,hay que cambiarlo,32299-6447,23.83,verano,2005-01-17,"[2005-01-17, 2005-01-18, 2005-01-19, 2005-01-20, 2005-01-21, 2005-01-22, 2005-01-23]",false,674,-27.85040093,-65.01179504,1.5944242477416992E-6,299.6164124806722,Molisoles,-0.005904794670641422,0.1832707722981771,"{""type"":""Point"",""coordinates"":[-65.01179504,-27.85040093]}"
675,22105,hay que cambiarlo,23/1/2005,hay que cambiarlo,hay que cambiarlo,36727-7188,60.12,verano,2005-01-17,"[2005-01-17, 2005-01-18, 2005-01-19, 2005-01-20, 2005-01-21, 2005-01-22, 2005-01-23]",false,675,-27.01701868,-61.18742808,2.250075340270996E-6,297.6728089650472,Inceptisoles,-0.005679288879036903,0.2660528818766276,"{""type"":""Point"",""coordinates"":[-61.187428080000004,-27.01701868]}"
676,38077,hay que cambiarlo,10/1/2005,hay que cambiarlo,hay que cambiarlo,6324-1963,38.66,verano,2005-01-10,"[2005-01-10, 2005-01-11, 2005-01-12, 2005-01-13, 2005-01-14, 2005-01-15, 2005-01-16]",false,676,-22.05120277,-65.84176636,1.8402934074401855E-5,285.55703989664715,Entisoles,-0.0020878203213214874,0.1991596221923828,"{""type"":""Point"",""coordinates"":[-65.84176636,-22.051202770000003]}"
677,06655,hay que cambiarlo,9/1/2005,hay que cambiarlo,hay que cambiarlo,3312-1706,23.69,verano,2005-01-03,"[2005-01-03, 2005-01-04, 2005-01-05, 2005-01-06, 2005-01-07, 2005-01-08, 2005-01-09]",false,677,-35.350566,-57.297616,4.334747791290283E-5,298.8053442637126,Complejo indiferenci,-0.002676292322576046,0.28603363037109375,"{""type"":""Point"",""coordinates"":[-57.297616,-35.350566]}"
678,06648,hay que cambiarlo,25/12/2006,hay que cambiarlo,hay que cambiarlo,35405-6949,8.18,verano,2006-12-25,"[2006-12-25, 2006-12-26, 2006-12-27, 2006-12-28, 2006-12-29, 2006-12-30, 2006-12-31]",true,678,-34.9075871,-58.4348955,1.582503318786621E-5,295.5998929341634,Molisoles,-0.004512740299105644,0.4299977620442708,"{""type"":""Point"",""coordinates"":[-58.43489550000001,-34.9075871]}"
679,06525,hay que cambiarlo,18/12/2006,hay que cambiarlo,hay que cambiarlo,6936-2128,28.61,primavera,2006-12-18,"[2006-12-18, 2006-12-19, 2006-12-20, 2006-12-21, 2006-12-22, 2006-12-23, 2006-12-24]",false,679,-34.776242,-58.9395696,3.680586814880371E-6,296.97968037923175,Complejo indiferenci,-0.004553262144327164,0.4305763244628906,"{""type"":""Point"",""coordinates"":[-58.9395696,-34.776242]}"
680,42014,hay que cambiarlo,18/12/2006,hay que cambiarlo,hay que cambiarlo,32666-6430,54.43,primavera,2006-12-18,"[2006-12-18, 2006-12-19, 2006-12-20, 2006-12-21, 2006-12-22, 2006-12-23, 2006-12-24]",false,680,-38.40961523,-63.4727511,2.4080276489257812E-5,296.6792246500651,Complejo indiferenci,-0.003587629646062851,0.2527586619059245,"{""type"":""Point"",""coordinates"":[-63.4727511,-38.40961523]}"
681,02015,hay que cambiarlo,17/12/2006,hay que cambiarlo,hay que cambiarlo,36837-7237,2.81,primavera,2006-12-11,"[2006-12-11, 2006-12-12, 2006-12-13, 2006-12-14, 2006-12-15, 2006-12-16, 2006-12-17]",true,681,-34.59294425,-58.48867142,1.2826919555664062E-4,300.6642475128174,Miscelaneas,-0.0031316112726926804,0.1915760040283203,"{""type"":""Point"",""coordinates"":[-58.48867142,-34.59294425]}"
682,66007,hay que cambiarlo,12/12/2006,hay que cambiarlo,hay que cambiarlo,6353-1975,44.37,primavera,2006-12-11,"[2006-12-11, 2006-12-12, 2006-12-13, 2006-12-14, 2006-12-15, 2006-12-16, 2006-12-17]",false,682,-24.25001144,-64.14095306,8.599460124969482E-5,297.2893288930257,Molisoles,-0.004505366086959839,0.3793601989746094,"{""type"":""Point"",""coordinates"":[-64.14095306,-24.250011440000005]}"
683,86161,hay que cambiarlo,3/10/2006,hay que cambiarlo,hay que cambiarlo,32305-6480,7.04,primavera,2006-10-02,"[2006-10-02, 2006-10-03, 2006-10-04, 2006-10-05, 2006-10-06, 2006-10-07, 2006-10-08]",true,683,-27.84078886,-63.93408912,1.2800097465515137E-5,304.7422065734863,Alfisoles,-8.54899175465107E-4,0.05486361185709635,"{""type"":""Point"",""coordinates"":[-63.93408912,-27.84078886]}"
684,34063,hay que cambiarlo,3/10/2006,hay que cambiarlo,hay que cambiarlo,33909-6556,7.68,primavera,2006-10-02,"[2006-10-02, 2006-10-03, 2006-10-04, 2006-10-05, 2006-10-06, 2006-10-07, 2006-10-08]",true,684,-23.18007636,-62.03032748,5.21540641784668E-7,302.28086217244464,Rio,-0.0026187412440776825,0.23573176066080728,"{""type"":""Point"",""coordinates"":[-62.03032747999999,-23.18007636]}"
685,06798,hay que cambiarlo,3/10/2006,hay que cambiarlo,hay que cambiarlo,34350-6366,29.39,primavera,2006-10-02,"[2006-10-02, 2006-10-03, 2006-10-04, 2006-10-05, 2006-10-06, 2006-10-07, 2006-10-08]",false,685,-36.475682,-60.1222218,2.0010769367218018E-4,290.0451850891113,Molisoles,-0.0015259776264429092,0.4417991638183594,"{""type"":""Point"",""coordinates"":[-60.1222218,-36.475682]}"
686,70042,hay que cambiarlo,3/10/2006,hay que cambiarlo,hay que cambiarlo,32300-6465,8.76,primavera,2006-10-02,"[2006-10-02, 2006-10-03, 2006-10-04, 2006-10-05, 2006-10-06, 2006-10-07, 2006-10-08]",true,686,-31.49561412,-68.56370679,2.5331974029541016E-7,289.126646677653,Entisoles,-1.0094884783029556E-4,0.05834007263183594,"{""type"":""Point"",""coordinates"":[-68.56370679,-31.49561412]}"
687,90084,hay que cambiarlo,31/7/2006,hay que cambiarlo,hay que cambiarlo,33966-6506,7.44,invierno,2006-07-31,"[2006-07-31, 2006-08-01, 2006-08-02, 2006-08-03, 2006-08-04, 2006-08-05, 2006-08-06]",true,687,-26.82900979,-65.21054418,5.202442407608032E-4,279.68245124816895,Molisoles,-0.0012670205906033516,0.3467947642008464,"{""type"":""Point"",""coordinates"":[-65.21054418,-26.829009789999997]}"
688,46084,hay que cambiarlo,24/7/2006,hay que cambiarlo,hay que cambiarlo,33022-6481,91.38,invierno,2006-07-24,"[2006-07-24, 2006-07-25, 2006-07-26, 2006-07-27, 2006-07-28, 2006-07-29, 2006-07-30]",false,688,-30.87825775,-66.18005371,1.564621925354004E-6,285.45115915934247,Entisoles,-5.417391657829285E-4,0.053911844889322914,"{""type"":""Point"",""coordinates"":[-66.18005371,-30.87825775]}"
689,06854,hay que cambiarlo,24/7/2006,hay que cambiarlo,hay que cambiarlo,6954-2111,20.08,invierno,2006-07-24,"[2006-07-24, 2006-07-25, 2006-07-26, 2006-07-27, 2006-07-28, 2006-07-29, 2006-07-30]",false,689,-35.2813845,-60.2618183,5.811452865600586E-6,281.3653030395508,Molisoles,-0.0010217446833848953,0.2627442677815755,"{""type"":""Point"",""coordinates"":[-60.2618183,-35.2813845]}"
690,62091,hay que cambiarlo,14/7/2006,hay que cambiarlo,hay que cambiarlo,36888-7259,48.46,invierno,2006-07-10,"[2006-07-10, 2006-07-11, 2006-07-12, 2006-07-13, 2006-07-14, 2006-07-15, 2006-07-16]",false,690,-41.5127138,-69.51735638,4.48077917098999E-5,274.63022295633954,Aridisoles,-5.016326904296875E-4,0.34622764587402344,"{""type"":""Point"",""coordinates"":[-69.51735638,-41.5127138]}"
691,54084,hay que cambiarlo,14/7/2006,hay que cambiarlo,hay que cambiarlo,37066-7304,6.29,invierno,2006-07-10,"[2006-07-10, 2006-07-11, 2006-07-12, 2006-07-13, 2006-07-14, 2006-07-15, 2006-07-16]",true,691,-26.75464362,-54.69924477,9.581446647644043E-6,288.27003415425617,Molisoles,-0.0023980997502803802,0.46403249104817706,"{""type"":""Point"",""coordinates"":[-54.69924477,-26.754643619999996]}"
692,06224,hay que cambiarlo,2/7/2006,hay que cambiarlo,hay que cambiarlo,6954-2111,10.95,invierno,2006-06-26,"[2006-06-26, 2006-06-27, 2006-06-28, 2006-06-29, 2006-06-30, 2006-07-01, 2006-07-02]",true,692,-34.9440654,-60.1765372,2.7418136596679688E-6,283.65303230285645,Alfisoles,-7.452312856912613E-4,0.4675668080647786,"{""type"":""Point"",""coordinates"":[-60.1765372,-34.9440654]}"
693,50126,hay que cambiarlo,2/7/2006,hay que cambiarlo,hay que cambiarlo,6840-2183,16.87,invierno,2006-06-26,"[2006-06-26, 2006-06-27, 2006-06-28, 2006-06-29, 2006-06-30, 2006-07-01, 2006-07-02]",false,693,-33.30008474,-69.17169565,6.846040487289429E-4,278.05911954243976,Roca,-6.408598273992538E-4,0.24809392293294272,"{""type"":""Point"",""coordinates"":[-69.17169565,-33.30008474]}"
694,42105,hay que cambiarlo,20/4/2006,hay que cambiarlo,hay que cambiarlo,9549-2809,39.21,otoño,2006-04-17,"[2006-04-17, 2006-04-18, 2006-04-19, 2006-04-20, 2006-04-21, 2006-04-22, 2006-04-23]",false,694,-35.48140196,-63.49637054,1.0579824447631836E-6,286.1037089029948,Molisoles,-0.002441195771098137,0.2821165720621745,"{""type"":""Point"",""coordinates"":[-63.49637054,-35.48140195999999]}"
695,58098,hay que cambiarlo,20/4/2006,hay que cambiarlo,hay que cambiarlo,6898-2210,25.68,otoño,2006-04-17,"[2006-04-17, 2006-04-18, 2006-04-19, 2006-04-20, 2006-04-21, 2006-04-22, 2006-04-23]",false,695,-39.18308258,-69.37890625,0.0,283.1952616373698,Entisoles,-0.001276012510061264,0.1630579630533854,"{""type"":""Point"",""coordinates"":[-69.37890625,-39.18308258]}"
696,06651,hay que cambiarlo,10/4/2006,hay que cambiarlo,hay que cambiarlo,32666-6430,54.98,otoño,2006-04-10,"[2006-04-10, 2006-04-11, 2006-04-12, 2006-04-13, 2006-04-14, 2006-04-15, 2006-04-16]",false,696,-38.2787652,-63.308047,5.960464477539062E-7,292.795893351237,Molisoles,-0.0014332523569464684,0.20418103535970053,"{""type"":""Point"",""coordinates"":[-63.30804700000001,-38.2787652]}"
697,58084,hay que cambiarlo,9/4/2006,hay que cambiarlo,hay que cambiarlo,6798-2155,66.72,otoño,2006-04-03,"[2006-04-03, 2006-04-04, 2006-04-05, 2006-04-06, 2006-04-07, 2006-04-08, 2006-04-09]",false,697,-37.35794067,-70.87005615,3.0484795570373535E-4,286.0736592610677,Inceptisoles,-6.550867110490799E-4,0.1283289591471354,"{""type"":""Point"",""coordinates"":[-70.87005615,-37.35794067]}"
698,06525,hay que cambiarlo,8/4/2006,hay que cambiarlo,hay que cambiarlo,6936-2128,28.61,otoño,2006-04-03,"[2006-04-03, 2006-04-04, 2006-04-05, 2006-04-06, 2006-04-07, 2006-04-08, 2006-04-09]",false,698,-34.776242,-58.9395696,2.4273991584777832E-5,292.8092549641927,Complejo indiferenci,-0.0012640506029129028,0.3569494883219401,"{""type"":""Point"",""coordinates"":[-58.9395696,-34.776242]}"
699,70084,hay que cambiarlo,8/4/2006,hay que cambiarlo,hay que cambiarlo,32300-6465,5.03,otoño,2006-04-03,"[2006-04-03, 2006-04-04, 2006-04-05, 2006-04-06, 2006-04-07, 2006-04-08, 2006-04-09]",true,699,-31.52868412,-68.59820379,3.427267074584961E-7,292.0103454589844,Roca,-0.0015541687607765198,0.1095720926920573,"{""type"":""Point"",""coordinates"":[-68.59820379,-31.528684120000012]}"
700,10056,hay que cambiarlo,8/4/2006,hay que cambiarlo,hay que cambiarlo,34147-6631,17.54,otoño,2006-04-03,"[2006-04-03, 2006-04-04, 2006-04-05, 2006-04-06, 2006-04-07, 2006-04-08, 2006-04-09]",false,700,-28.37478,-65.15865,3.886222839355469E-5,292.97217814127606,Roca,-0.002244412899017334,0.40458234151204425,"{""type"":""Point"",""coordinates"":[-65.15865,-28.37478000000001]}"
701,06700,hay que cambiarlo,8/4/2006,hay que cambiarlo,hay que cambiarlo,31981-6426,70.51,otoño,2006-04-03,"[2006-04-03, 2006-04-04, 2006-04-05, 2006-04-06, 2006-04-07, 2006-04-08, 2006-04-09]",false,701,-37.72446606,-62.10173503,1.5094876289367676E-5,290.0602315266927,Roca,-8.236775174736977E-4,0.20723915100097656,"{""type"":""Point"",""coordinates"":[-62.10173503000001,-37.72446606]}"
702,06427,hay que cambiarlo,8/4/2006,hay que cambiarlo,hay que cambiarlo,33486-6512,4.98,otoño,2006-04-03,"[2006-04-03, 2006-04-04, 2006-04-05, 2006-04-06, 2006-04-07, 2006-04-08, 2006-04-09]",true,702,-34.71417289,-58.50890438,1.4509260654449463E-4,293.0927022298177,Molisoles,-0.0012439116835594177,0.29555002848307294,"{""type"":""Point"",""coordinates"":[-58.50890437999999,-34.71417289000001]}"
703,06448,hay que cambiarlo,4/4/2006,hay que cambiarlo,hay que cambiarlo,36845-7243,62.27,otoño,2006-04-03,"[2006-04-03, 2006-04-04, 2006-04-05, 2006-04-06, 2006-04-07, 2006-04-08, 2006-04-09]",false,703,-37.52471,-60.96114,2.230703830718994E-5,291.2344665527344,Molisoles,-5.082637071609497E-4,0.27892494201660156,"{""type"":""Point"",""coordinates"":[-60.96114,-37.52470999999999]}"
704,38112,hay que cambiarlo,4/4/2006,hay que cambiarlo,hay que cambiarlo,6324-1963,26.12,otoño,2006-04-03,"[2006-04-03, 2006-04-04, 2006-04-05, 2006-04-06, 2006-04-07, 2006-04-08, 2006-04-09]",false,704,-22.32981174,-65.82598231,5.529820919036865E-5,281.3772888183594,Aridisoles,-0.0024252748116850853,0.2666893005371094,"{""type"":""Point"",""coordinates"":[-65.82598231,-22.32981174]}"
705,74014,hay que cambiarlo,4/4/2006,hay que cambiarlo,hay que cambiarlo,33022-6481,45.57,otoño,2006-04-03,"[2006-04-03, 2006-04-04, 2006-04-05, 2006-04-06, 2006-04-07, 2006-04-08, 2006-04-09]",false,705,-32.52213375,-66.48595015,5.9604644775390625E-6,291.70460001627606,Entisoles,-0.001995460130274296,0.18921597798665366,"{""type"":""Point"",""coordinates"":[-66.48595015,-32.52213375000001]}"
706,58042,hay que cambiarlo,4/4/2006,hay que cambiarlo,hay que cambiarlo,6798-2155,17.14,otoño,2006-04-03,"[2006-04-03, 2006-04-04, 2006-04-05, 2006-04-06, 2006-04-07, 2006-04-08, 2006-04-09]",false,706,-37.06895161,-70.38454137,1.5057623386383057E-4,288.7987569173177,Roca,-4.3111201375722885E-4,0.05473645528157552,"{""type"":""Point"",""coordinates"":[-70.38454137,-37.06895161]}"
707,06511,hay que cambiarlo,4/4/2006,hay que cambiarlo,hay que cambiarlo,36871-7252,49.91,otoño,2006-04-03,"[2006-04-03, 2006-04-04, 2006-04-05, 2006-04-06, 2006-04-07, 2006-04-08, 2006-04-09]",false,707,-37.0161454,-57.4884889,3.3229589462280273E-6,291.26661173502606,Molisoles,-8.498197421431541E-4,0.29445648193359375,"{""type"":""Point"",""coordinates"":[-57.48848890000001,-37.016145400000006]}"
708,06231,hay que cambiarlo,4/4/2006,hay que cambiarlo,hay que cambiarlo,36845-7243,97.76,otoño,2006-04-03,"[2006-04-03, 2006-04-04, 2006-04-05, 2006-04-06, 2006-04-07, 2006-04-08, 2006-04-09]",false,708,-36.75218201,-61.81564331,6.818771362304688E-5,291.56202189127606,Molisoles,-0.001289311796426773,0.32861073811848956,"{""type"":""Point"",""coordinates"":[-61.81564331,-36.752182010000006]}"
709,38021,hay que cambiarlo,4/4/2006,hay que cambiarlo,hay que cambiarlo,33913-6597,37.78,otoño,2006-04-03,"[2006-04-03, 2006-04-04, 2006-04-05, 2006-04-06, 2006-04-07, 2006-04-08, 2006-04-09]",false,709,-24.02938843,-65.64742279,0.0068460553884506226,280.7403259277344,Roca,-0.0024433759972453117,0.41285133361816406,"{""type"":""Point"",""coordinates"":[-65.64742279,-24.02938843]}"
710,18007,hay que cambiarlo,4/4/2006,hay que cambiarlo,hay que cambiarlo,3339-1733,1.84,otoño,2006-04-03,"[2006-04-03, 2006-04-04, 2006-04-05, 2006-04-06, 2006-04-07, 2006-04-08, 2006-04-09]",true,710,-28.48951707,-59.03412064,2.6747584342956543E-5,298.13672892252606,Rio,-0.001893969252705574,0.13069788614908853,"{""type"":""Point"",""coordinates"":[-59.034120640000005,-28.489517069999998]}"
711,42035,hay que cambiarlo,4/4/2006,hay que cambiarlo,hay que cambiarlo,32779-6443,34.37,otoño,2006-04-03,"[2006-04-03, 2006-04-04, 2006-04-05, 2006-04-06, 2006-04-07, 2006-04-08, 2006-04-09]",false,711,-35.96125794,-64.4406662,1.2636184692382812E-4,292.2123311360677,Molisoles,-0.0012848284095525742,0.30497169494628906,"{""type"":""Point"",""coordinates"":[-64.4406662,-35.96125794]}"
712,42084,hay que cambiarlo,4/4/2006,hay que cambiarlo,hay que cambiarlo,6874-2160,76.87,otoño,2006-04-03,"[2006-04-03, 2006-04-04, 2006-04-05, 2006-04-06, 2006-04-07, 2006-04-08, 2006-04-09]",false,712,-38.01481736,-65.58481895,5.960464477539062E-7,293.36646525065106,Complejo indiferenci,-5.669519305229187E-4,0.14177449544270834,"{""type"":""Point"",""coordinates"":[-65.58481895,-38.01481736]}"
713,06469,hay que cambiarlo,4/4/2006,hay que cambiarlo,hay que cambiarlo,6811-2213,67.93,otoño,2006-04-03,"[2006-04-03, 2006-04-04, 2006-04-05, 2006-04-06, 2006-04-07, 2006-04-08, 2006-04-09]",false,713,-35.4981702,-61.8064882,5.826950073242188E-4,291.8622334798177,Lagunas,-0.0013453783467411995,0.38188807169596356,"{""type"":""Point"",""coordinates"":[-61.8064882,-35.4981702]}"
714,90063,hay que cambiarlo,29/3/2006,hay que cambiarlo,hay que cambiarlo,33520-6650,8.65,otoño,2006-03-27,"[2006-03-27, 2006-03-28, 2006-03-29, 2006-03-30, 2006-03-31, 2006-04-01, 2006-04-02]",true,714,-26.94954,-65.30289,7.517784833908081E-4,292.4865182240804,Inceptisoles,-0.002832578495144844,0.41624895731608075,"{""type"":""Point"",""coordinates"":[-65.30289,-26.949540000000002]}"
715,06210,hay que cambiarlo,27/3/2006,hay que cambiarlo,hay que cambiarlo,6713-2117,29.06,otoño,2006-03-27,"[2006-03-27, 2006-03-28, 2006-03-29, 2006-03-30, 2006-03-31, 2006-04-01, 2006-04-02]",false,715,-34.66495,-60.44139,7.644295692443848E-6,290.24709765116376,Alfisoles,-0.0014963792636990547,0.3598314921061198,"{""type"":""Point"",""coordinates"":[-60.44138999999999,-34.664950000000005]}"
716,06412,hay que cambiarlo,25/3/2006,hay que cambiarlo,hay que cambiarlo,42-42,13.05,verano,2006-03-20,"[2006-03-20, 2006-03-21, 2006-03-22, 2006-03-23, 2006-03-24, 2006-03-25, 2006-03-26]",true,716,-34.4804958,-58.8042589,3.874301910400391E-6,292.58266894022626,Miscelaneas,-0.0035336576402187347,0.4371356964111328,"{""type"":""Point"",""coordinates"":[-58.80425890000001,-34.4804958]}"
717,66049,hay que cambiarlo,25/3/2006,hay que cambiarlo,hay que cambiarlo,32929-6365,4.08,verano,2006-03-20,"[2006-03-20, 2006-03-21, 2006-03-22, 2006-03-23, 2006-03-24, 2006-03-25, 2006-03-26]",true,717,-24.75876236,-64.99394226,2.689659595489502E-5,294.46971321105957,Molisoles,-0.003842713311314583,0.42831166585286456,"{""type"":""Point"",""coordinates"":[-64.99394226,-24.758762360000002]}"
718,42007,hay que cambiarlo,25/3/2006,hay que cambiarlo,hay que cambiarlo,32779-6443,60.03,verano,2006-03-20,"[2006-03-20, 2006-03-21, 2006-03-22, 2006-03-23, 2006-03-24, 2006-03-25, 2006-03-26]",false,718,-37.12629611,-63.82921122,2.2351741790771484E-7,291.9888375600179,Molisoles,-0.002870406024158001,0.28546905517578125,"{""type"":""Point"",""coordinates"":[-63.82921121999999,-37.12629611]}"
719,22043,hay que cambiarlo,25/3/2006,hay que cambiarlo,hay que cambiarlo,36727-7188,12.15,verano,2006-03-20,"[2006-03-20, 2006-03-21, 2006-03-22, 2006-03-23, 2006-03-24, 2006-03-25, 2006-03-26]",true,719,-27.86749866,-61.32540304,7.450580596923828E-6,298.4055856068929,Molisoles,-0.002900068648159504,0.3025245666503906,"{""type"":""Point"",""coordinates"":[-61.32540304,-27.867498659999995]}"
720,94035,hay que cambiarlo,25/3/2006,hay que cambiarlo,hay que cambiarlo,33250-6718,4.16,verano,2006-03-20,"[2006-03-20, 2006-03-21, 2006-03-22, 2006-03-23, 2006-03-24, 2006-03-25, 2006-03-26]",true,720,-54.51138676,-67.19580446,4.0192902088165283E-4,277.4776070912679,Inceptisoles,-0.0015321942046284676,0.22585487365722656,"{""type"":""Point"",""coordinates"":[-67.19580446,-54.51138676]}"
721,10105,hay que cambiarlo,25/3/2006,hay que cambiarlo,hay que cambiarlo,6718-2196,43.56,verano,2006-03-20,"[2006-03-20, 2006-03-21, 2006-03-22, 2006-03-23, 2006-03-24, 2006-03-25, 2006-03-26]",false,721,-27.09210847,-67.81896152,2.181529998779297E-5,287.27138964335126,Roca,-7.6278205960989E-4,0.17577743530273438,"{""type"":""Point"",""coordinates"":[-67.81896152,-27.092108470000003]}"
722,66021,hay que cambiarlo,20/3/2006,hay que cambiarlo,hay que cambiarlo,6365-1979,21.78,verano,2006-03-20,"[2006-03-20, 2006-03-21, 2006-03-22, 2006-03-23, 2006-03-24, 2006-03-25, 2006-03-26]",false,722,-26.10228924,-66.01550671,8.189678192138672E-5,288.74551073710126,Roca,-0.0026603378355503082,0.43481190999348956,"{""type"":""Point"",""coordinates"":[-66.01550671,-26.102289239999998]}"
723,74028,hay que cambiarlo,19/3/2006,hay que cambiarlo,hay que cambiarlo,33256-6389,30.54,verano,2006-03-13,"[2006-03-13, 2006-03-14, 2006-03-15, 2006-03-16, 2006-03-17, 2006-03-18, 2006-03-19]",false,723,-32.56339762,-65.03153075,4.038214683532715E-6,293.02865664164227,Entisoles,-0.002545745112001896,0.2706451416015625,"{""type"":""Point"",""coordinates"":[-65.03153075,-32.56339762000001]}"
724,14147,hay que cambiarlo,18/3/2006,hay que cambiarlo,hay que cambiarlo,37574-7384,17.55,verano,2006-03-13,"[2006-03-13, 2006-03-14, 2006-03-15, 2006-03-16, 2006-03-17, 2006-03-18, 2006-03-19]",false,724,-31.55910043,-64.19196866,4.976987838745117E-6,295.19882265726727,Roca,-0.0026179635897278786,0.2698752085367839,"{""type"":""Point"",""coordinates"":[-64.19196866,-31.55910043]}"
725,78035,hay que cambiarlo,18/3/2006,hay que cambiarlo,hay que cambiarlo,6176-1899,18.04,verano,2006-03-13,"[2006-03-13, 2006-03-14, 2006-03-15, 2006-03-16, 2006-03-17, 2006-03-18, 2006-03-19]",false,725,-46.04208374,-71.65873718,4.220902919769287E-4,280.10263125101727,Aridisoles,-0.0021029971539974213,0.3931719462076823,"{""type"":""Point"",""coordinates"":[-71.65873718,-46.04208374]}"
726,82035,hay que cambiarlo,18/3/2006,hay que cambiarlo,hay que cambiarlo,33531-6669,2.91,verano,2006-03-13,"[2006-03-13, 2006-03-14, 2006-03-15, 2006-03-16, 2006-03-17, 2006-03-18, 2006-03-19]",true,726,-31.1523125,-60.1365521,5.9038400650024414E-5,298.1911729176839,Molisoles,-0.002963988110423088,0.21035003662109375,"{""type"":""Point"",""coordinates"":[-60.1365521,-31.152312499999997]}"
727,66112,hay que cambiarlo,17/3/2006,hay que cambiarlo,hay que cambiarlo,9546-2814,6.06,verano,2006-03-13,"[2006-03-13, 2006-03-14, 2006-03-15, 2006-03-16, 2006-03-17, 2006-03-18, 2006-03-19]",true,727,-25.51643753,-64.60592651,3.4570693969726562E-6,294.5344346364339,Molisoles,-0.002152220346033573,0.4410711924235026,"{""type"":""Point"",""coordinates"":[-64.60592651,-25.516437529999997]}"
728,06515,hay que cambiarlo,16/3/2006,hay que cambiarlo,hay que cambiarlo,50-50,6.35,verano,2006-03-13,"[2006-03-13, 2006-03-14, 2006-03-15, 2006-03-16, 2006-03-17, 2006-03-18, 2006-03-19]",true,728,-34.45445506,-58.70624174,4.306435585021973E-6,295.1772569020589,Miscelaneas,-0.003505268134176731,0.3610045115152995,"{""type"":""Point"",""coordinates"":[-58.706241739999996,-34.45445506]}"
729,06854,hay que cambiarlo,15/3/2006,hay que cambiarlo,hay que cambiarlo,6954-2111,20.08,verano,2006-03-13,"[2006-03-13, 2006-03-14, 2006-03-15, 2006-03-16, 2006-03-17, 2006-03-18, 2006-03-19]",false,729,-35.2813845,-60.2618183,6.4373016357421875E-6,294.57138125101727,Molisoles,-0.0037940870970487595,0.2904319763183594,"{""type"":""Point"",""coordinates"":[-60.2618183,-35.2813845]}"
730,22007,hay que cambiarlo,15/3/2006,hay que cambiarlo,hay que cambiarlo,6309-1957,105.62,verano,2006-03-13,"[2006-03-13, 2006-03-14, 2006-03-15, 2006-03-16, 2006-03-17, 2006-03-18, 2006-03-19]",false,730,-25.53445625,-62.85266113,9.08970832824707E-7,298.37118593851727,Entisoles,-0.004534978419542313,0.32412274678548175,"{""type"":""Point"",""coordinates"":[-62.85266113,-25.53445625]}"
731,14021,hay que cambiarlo,15/3/2006,hay que cambiarlo,hay que cambiarlo,33948-6745,20.69,verano,2006-03-13,"[2006-03-13, 2006-03-14, 2006-03-15, 2006-03-16, 2006-03-17, 2006-03-18, 2006-03-19]",false,731,-31.25624481,-63.95340394,2.8908252716064453E-6,295.9785264333089,Miscelaneas,-0.002413596957921982,0.27950096130371094,"{""type"":""Point"",""coordinates"":[-63.953403939999994,-31.256244809999995]}"
732,66063,hay que cambiarlo,14/3/2006,hay que cambiarlo,hay que cambiarlo,33124-6479,13.61,verano,2006-03-13,"[2006-03-13, 2006-03-14, 2006-03-15, 2006-03-16, 2006-03-17, 2006-03-18, 2006-03-19]",true,732,-25.77241,-65.34234,1.4515221118927002E-4,291.11703554789227,Molisoles,-0.0033761803060770035,0.4255104064941406,"{""type"":""Point"",""coordinates"":[-65.34234,-25.77241]}"
733,58014,hay que cambiarlo,3/3/2006,hay que cambiarlo,hay que cambiarlo,9459-2811,51.39,verano,2006-02-27,"[2006-02-27, 2006-02-28, 2006-03-01, 2006-03-02, 2006-03-03, 2006-03-04, 2006-03-05]",false,733,-37.88803423,-68.51449,0.0,288.6594295501709,Roca,-0.0033377911895513535,0.18740399678548178,"{""type"":""Point"",""coordinates"":[-68.51449,-37.88803423]}"
